date,precipitation,precipitation_normal,status_preci
19810702,2.25,2.11,0
19810703,2.25,2.11,0
19810704,2.25,2.12,0
19810705,2.25,2.13,0
19810706,2.25,2.14,0
19810707,2.25,2.15,0
19810708,2.25,2.17,0
19810709,2.25,2.18,0
19810710,2.25,2.19,0
19810711,2.25,2.2,0
19810712,2.25,2.21,0
19810713,2.25,2.23,0
19810714,2.25,2.24,0
19810715,2.25,2.25,0
19810716,2.25,2.27,1
19810717,2.25,2.28,1
19810718,2.25,2.3,1
19810719,2.25,2.31,1
19810720,2.25,2.32,1
19810721,2.25,2.34,1
19810722,2.25,2.35,1
19810723,2.25,2.37,1
19810724,2.25,2.38,1
19810725,2.25,2.39,1
19810726,2.25,2.4,1
19810727,2.25,2.42,1
19810728,2.25,2.43,1
19810729,2.25,2.44,1
19810730,2.25,2.46,1
19810731,2.25,2.47,1
19810801,2.25,2.48,1
19810802,2.25,2.49,1
19810803,2.25,2.5,1
19810804,2.25,2.51,1
19810805,2.25,2.52,1
19810806,2.25,2.53,1
19810807,2.25,2.54,1
19810808,2.25,2.55,1
19810809,2.25,2.56,1
19810810,2.32,2.57,1
19810811,2.32,2.58,1
19810812,2.45,2.59,1
19810813,2.45,2.6,1
19810814,2.45,2.61,1
19810815,2.45,2.62,1
19810816,2.45,2.63,1
19810817,2.45,2.64,1
19810818,2.45,2.65,1
19810819,2.45,2.66,1
19810820,2.45,2.67,1
19810821,2.45,2.68,1
19810822,2.45,2.69,1
19810823,2.45,2.7,1
19810824,2.45,2.71,1
19810825,2.45,2.72,1
19810826,2.45,2.73,1
19810827,2.45,2.74,1
19810828,2.45,2.75,1
19810829,2.45,2.77,1
19810830,2.45,2.78,1
19810831,2.45,2.79,1
19810901,2.45,2.8,1
19810902,2.45,2.82,1
19810903,2.45,2.83,1
19810904,2.45,2.84,1
19810905,2.58,2.86,1
19810906,2.7,2.87,1
19810907,2.7,2.88,1
19810908,2.7,2.89,1
19810909,2.7,2.9,1
19810910,2.7,2.92,1
19810911,2.7,2.93,1
19810912,2.7,2.94,1
19810913,2.7,2.95,1
19810914,2.7,2.96,1
19810915,2.7,2.98,1
19810916,2.7,2.99,1
19810917,2.7,3.0,1
19810918,2.7,3.01,1
19810919,2.7,3.02,1
19810920,2.7,3.03,1
19810921,2.7,3.04,1
19810922,2.7,3.05,1
19810923,2.7,3.06,1
19810924,2.7,3.07,1
19810925,2.7,3.08,1
19810926,2.7,3.08,1
19810927,2.7,3.09,1
19810928,2.7,3.1,1
19810929,2.7,3.1,1
19810930,2.7,3.11,1
19811001,2.77,3.12,1
19811002,2.84,3.12,1
19811003,2.84,3.13,1
19811004,2.84,3.14,1
19811005,2.84,3.15,1
19811006,2.84,3.16,1
19811007,2.84,3.17,1
19811008,2.84,3.18,1
19811009,2.84,3.19,1
19811010,2.84,3.2,1
19811011,2.84,3.21,1
19811012,2.84,3.22,1
19811013,2.84,3.23,1
19811014,2.84,3.24,1
19811015,2.84,3.26,1
19811016,2.84,3.27,1
19811017,2.84,3.28,1
19811018,2.84,3.29,1
19811019,2.84,3.3,1
19811020,2.84,3.31,1
19811021,2.84,3.32,1
19811022,2.84,3.33,1
19811023,2.84,3.34,1
19811024,2.84,3.36,1
19811025,2.84,3.37,1
19811026,2.84,3.38,1
19811027,2.84,3.39,1
19811028,2.85,3.4,1
19811029,2.85,3.41,1
19811030,2.85,3.42,1
19811031,2.85,3.43,1
19811101,2.85,3.44,1
19811102,2.85,3.45,1
19811103,2.85,3.46,1
19811104,2.85,3.46,1
19811105,2.85,3.47,1
19811106,2.85,3.48,1
19811107,2.85,3.49,1
19811108,2.85,3.5,1
19811109,2.85,3.51,1
19811110,2.85,3.52,1
19811111,2.85,3.52,1
19811112,2.85,3.53,1
19811113,2.85,3.54,1
19811114,2.85,3.55,1
19811115,2.85,3.56,1
19811116,2.85,3.57,1
19811117,2.85,3.58,1
19811118,2.85,3.59,1
19811119,2.85,3.6,1
19811120,2.85,3.61,1
19811121,2.85,3.62,1
19811122,2.85,3.63,1
19811123,2.85,3.65,1
19811124,2.85,3.66,1
19811125,2.85,3.67,1
19811126,2.85,3.68,1
19811127,2.86,3.69,1
19811128,3.14,3.71,1
19811129,3.14,3.72,1
19811130,3.14,3.73,1
19811201,3.14,3.74,1
19811202,3.14,3.75,1
19811203,3.14,3.77,1
19811204,3.14,3.78,1
19811205,3.14,3.79,1
19811206,3.14,3.8,1
19811207,3.14,3.81,1
19811208,3.14,3.82,1
19811209,3.14,3.83,1
19811210,3.14,3.85,1
19811211,3.14,3.86,1
19811212,3.14,3.87,1
19811213,3.14,3.88,1
19811214,3.14,3.9,1
19811215,3.14,3.91,1
19811216,3.14,3.93,1
19811217,3.14,3.94,1
19811218,3.14,3.96,1
19811219,3.14,3.97,1
19811220,3.14,3.98,1
19811221,3.14,4.0,1
19811222,3.14,4.02,1
19811223,3.14,4.03,1
19811224,3.14,4.05,1
19811225,3.14,4.07,1
19811226,3.14,4.08,1
19811227,3.14,4.1,1
19811228,3.14,4.12,1
19811229,3.14,4.14,1
19811230,3.14,4.16,1
19811231,3.14,4.18,1
19820105,0.03,0.1,1
19820106,0.03,0.12,1
19820107,0.03,0.14,1
19820108,0.03,0.16,1
19820109,0.03,0.18,1
19820110,0.03,0.2,1
19820111,0.03,0.22,1
19820112,0.03,0.23,1
19820113,0.03,0.25,1
19820114,0.03,0.27,1
19820115,0.03,0.29,1
19820116,0.03,0.31,1
19820117,0.03,0.33,1
19820118,0.03,0.35,1
19820119,0.03,0.36,1
19820120,0.09,0.38,1
19820121,0.09,0.39,1
19820122,0.09,0.41,1
19820123,0.09,0.43,1
19820124,0.09,0.44,1
19820125,0.09,0.46,1
19820126,0.09,0.47,1
19820127,0.09,0.49,1
19820128,0.09,0.51,1
19820129,0.09,0.52,1
19820130,0.09,0.54,1
19820131,0.09,0.56,1
19820201,0.09,0.58,1
19820202,0.09,0.6,1
19820203,0.09,0.63,1
19820204,0.25,0.65,1
19820205,0.25,0.67,1
19820206,0.25,0.69,1
19820207,0.25,0.72,1
19820208,0.25,0.75,1
19820209,0.25,0.77,1
19820210,1.17,0.8,0
19820211,1.17,0.83,0
19820212,1.17,0.85,0
19820213,1.17,0.88,0
19820214,1.17,0.92,0
19820215,1.17,0.95,0
19820216,1.17,0.98,0
19820217,1.19,1.01,0
19820218,1.19,1.05,0
19820219,1.19,1.08,0
19820220,1.19,1.11,0
19820221,1.19,1.14,0
19820222,1.19,1.18,0
19820223,1.19,1.21,1
19820224,1.19,1.24,1
19820225,1.19,1.27,1
19820226,1.19,1.3,1
19820227,1.19,1.33,1
19820228,1.19,1.36,1
19820301,1.19,1.38,1
19820302,1.19,1.4,1
19820303,1.19,1.42,1
19820304,1.19,1.44,1
19820305,1.19,1.46,1
19820306,1.19,1.48,1
19820307,1.19,1.5,1
19820308,1.19,1.52,1
19820309,1.19,1.53,1
19820310,1.19,1.55,1
19820311,1.19,1.56,1
19820312,1.19,1.58,1
19820313,1.19,1.59,1
19820314,1.31,1.61,1
19820315,1.31,1.62,1
19820316,1.31,1.63,1
19820317,1.41,1.64,1
19820318,1.47,1.65,1
19820319,1.47,1.66,1
19820320,1.47,1.68,1
19820321,1.47,1.69,1
19820322,1.47,1.7,1
19820323,1.47,1.71,1
19820324,1.47,1.72,1
19820325,1.47,1.73,1
19820326,1.48,1.74,1
19820327,1.48,1.74,1
19820328,1.48,1.75,1
19820329,1.48,1.76,1
19820330,1.48,1.77,1
19820331,1.48,1.78,1
19820401,1.49,1.79,1
19820402,1.49,1.8,1
19820403,1.49,1.81,1
19820404,1.49,1.82,1
19820405,1.49,1.83,1
19820406,1.49,1.84,1
19820407,1.49,1.85,1
19820408,1.49,1.85,1
19820409,1.49,1.86,1
19820410,1.49,1.87,1
19820411,1.49,1.88,1
19820412,1.49,1.88,1
19820413,1.49,1.89,1
19820414,1.49,1.89,1
19820415,1.49,1.9,1
19820416,1.49,1.9,1
19820417,1.49,1.91,1
19820418,1.49,1.92,1
19820419,1.49,1.92,1
19820420,1.49,1.93,1
19820421,1.49,1.93,1
19820422,1.49,1.94,1
19820423,1.49,1.94,1
19820424,1.49,1.95,1
19820425,1.49,1.95,1
19820426,1.49,1.96,1
19820427,1.49,1.96,1
19820428,1.49,1.97,1
19820429,1.49,1.98,1
19820430,1.49,1.98,1
19820501,1.49,1.98,1
19820502,1.76,1.99,1
19820503,1.76,1.99,1
19820504,1.79,1.99,1
19820505,1.79,2.0,1
19820506,1.79,2.0,1
19820507,1.79,2.0,1
19820508,1.79,2.01,1
19820509,1.79,2.01,1
19820510,1.8,2.01,1
19820511,1.8,2.02,1
19820512,1.8,2.02,1
19820513,1.8,2.02,1
19820514,1.8,2.02,1
19820515,1.8,2.03,1
19820516,1.8,2.03,1
19820517,1.8,2.03,1
19820518,1.8,2.03,1
19820519,1.8,2.03,1
19820520,1.8,2.03,1
19820521,1.8,2.04,1
19820522,1.8,2.04,1
19820523,1.8,2.04,1
19820524,1.8,2.04,1
19820525,1.8,2.04,1
19820526,1.8,2.04,1
19820527,1.8,2.05,1
19820528,1.8,2.05,1
19820529,1.8,2.05,1
19820530,1.8,2.05,1
19820531,1.8,2.05,1
19820601,1.8,2.05,1
19820602,1.8,2.05,1
19820603,1.8,2.05,1
19820604,1.8,2.05,1
19820605,1.8,2.05,1
19820606,1.8,2.06,1
19820607,1.8,2.06,1
19820608,1.8,2.06,1
19820609,1.8,2.06,1
19820610,1.8,2.06,1
19820611,1.8,2.06,1
19820612,1.8,2.06,1
19820613,1.8,2.06,1
19820614,1.8,2.06,1
19820615,1.8,2.06,1
19820616,1.8,2.06,1
19820617,1.8,2.06,1
19820618,1.8,2.06,1
19820619,1.8,2.06,1
19820620,1.8,2.06,1
19820621,1.8,2.07,1
19820622,1.8,2.07,1
19820623,1.8,2.07,1
19820624,1.8,2.07,1
19820625,1.8,2.07,1
19820626,1.8,2.08,1
19820627,1.8,2.08,1
19820628,1.8,2.08,1
19820629,1.8,2.09,1
19820630,1.8,2.09,1
19820701,1.8,2.1,1
19820702,1.8,2.11,1
19820703,1.8,2.11,1
19820704,1.8,2.12,1
19820705,1.8,2.13,1
19820706,1.8,2.14,1
19820707,1.8,2.15,1
19820708,1.8,2.17,1
19820709,1.8,2.18,1
19820710,1.8,2.19,1
19820711,1.8,2.2,1
19820712,1.8,2.21,1
19820713,1.8,2.23,1
19820714,1.8,2.24,1
19820715,1.8,2.25,1
19820716,1.8,2.27,1
19820717,1.8,2.28,1
19820718,1.8,2.3,1
19820719,1.8,2.31,1
19820720,1.8,2.32,1
19820721,1.8,2.34,1
19820722,1.8,2.35,1
19820723,1.81,2.37,1
19820724,1.81,2.38,1
19820725,1.81,2.39,1
19820726,1.85,2.4,1
19820727,1.85,2.42,1
19820728,1.85,2.43,1
19820729,1.85,2.44,1
19820730,1.85,2.46,1
19820731,1.85,2.47,1
19820801,1.85,2.48,1
19820802,1.85,2.49,1
19820803,1.85,2.5,1
19820804,1.85,2.51,1
19820805,1.85,2.52,1
19820806,1.85,2.53,1
19820807,1.85,2.54,1
19820808,1.85,2.55,1
19820809,1.85,2.56,1
19820810,1.85,2.57,1
19820811,1.85,2.58,1
19820812,1.85,2.59,1
19820813,1.9,2.6,1
19820814,1.9,2.61,1
19820815,1.9,2.62,1
19820816,1.9,2.63,1
19820817,1.9,2.64,1
19820818,1.92,2.65,1
19820819,1.92,2.66,1
19820820,1.92,2.67,1
19820821,1.96,2.68,1
19820822,1.96,2.69,1
19820823,2.01,2.7,1
19820824,2.54,2.71,1
19820825,2.56,2.72,1
19820826,2.56,2.73,1
19820827,2.56,2.74,1
19820828,2.56,2.75,1
19820829,2.56,2.77,1
19820830,2.56,2.78,1
19820831,2.56,2.79,1
19820901,2.56,2.8,1
19820902,2.56,2.82,1
19820903,2.56,2.83,1
19820904,2.56,2.84,1
19820905,2.56,2.86,1
19820906,2.56,2.87,1
19820907,2.57,2.88,1
19820908,2.57,2.89,1
19820909,2.57,2.9,1
19820910,2.62,2.92,1
19820911,2.62,2.93,1
19820912,2.62,2.94,1
19820913,2.62,2.95,1
19820914,2.62,2.96,1
19820915,2.62,2.98,1
19820916,2.62,2.99,1
19820917,2.62,3.0,1
19820918,2.62,3.01,1
19820919,2.62,3.02,1
19820920,2.62,3.03,1
19820921,2.62,3.04,1
19820922,2.62,3.05,1
19820923,2.62,3.06,1
19820924,2.62,3.07,1
19820925,2.62,3.08,1
19820926,2.62,3.08,1
19820927,2.63,3.09,1
19820928,2.63,3.1,1
19820929,2.63,3.1,1
19820930,2.63,3.11,1
19821001,2.63,3.12,1
19821002,2.63,3.12,1
19821003,2.63,3.13,1
19821004,2.63,3.14,1
19821005,2.63,3.15,1
19821006,2.63,3.16,1
19821007,2.63,3.17,1
19821008,2.63,3.18,1
19821009,2.63,3.19,1
19821010,2.63,3.2,1
19821011,2.63,3.21,1
19821012,2.63,3.22,1
19821013,2.63,3.23,1
19821014,2.63,3.24,1
19821015,2.63,3.26,1
19821016,2.63,3.27,1
19821017,2.63,3.28,1
19821018,2.63,3.29,1
19821019,2.63,3.3,1
19821020,2.63,3.31,1
19821021,2.63,3.32,1
19821022,2.63,3.33,1
19821023,2.63,3.34,1
19821024,2.63,3.36,1
19821025,2.63,3.37,1
19821026,2.63,3.38,1
19821027,2.63,3.39,1
19821028,2.63,3.4,1
19821029,2.63,3.41,1
19821030,2.67,3.42,1
19821031,2.67,3.43,1
19821101,2.67,3.44,1
19821102,2.67,3.45,1
19821103,2.67,3.46,1
19821104,2.67,3.46,1
19821105,2.67,3.47,1
19821106,2.67,3.48,1
19821107,2.67,3.49,1
19821108,2.67,3.5,1
19821109,2.7,3.51,1
19821110,2.7,3.52,1
19821111,2.7,3.52,1
19821112,2.7,3.53,1
19821113,2.7,3.54,1
19821114,2.7,3.55,1
19821115,2.7,3.56,1
19821116,2.7,3.57,1
19821117,2.7,3.58,1
19821118,2.7,3.59,1
19821119,2.7,3.6,1
19821120,2.7,3.61,1
19821121,2.7,3.62,1
19821122,2.71,3.63,1
19821123,2.72,3.65,1
19821124,2.72,3.66,1
19821125,2.72,3.67,1
19821126,2.72,3.68,1
19821127,2.72,3.69,1
19821128,2.72,3.71,1
19821129,2.72,3.72,1
19821130,3.27,3.73,1
19821201,3.27,3.74,1
19821202,3.27,3.75,1
19821203,3.27,3.77,1
19821204,3.27,3.78,1
19821205,3.27,3.79,1
19821206,3.27,3.8,1
19821207,3.27,3.81,1
19821208,3.38,3.82,1
19821209,3.63,3.83,1
19821210,3.63,3.85,1
19821211,3.63,3.86,1
19821212,3.63,3.87,1
19821213,3.64,3.88,1
19821214,3.64,3.9,1
19821215,3.64,3.91,1
19821216,3.64,3.93,1
19821217,3.64,3.94,1
19821218,3.64,3.96,1
19821219,3.64,3.97,1
19821220,3.64,3.98,1
19821221,3.64,4.0,1
19821222,3.98,4.02,1
19821223,3.99,4.03,1
19821224,3.99,4.05,1
19821225,3.99,4.07,1
19821226,3.99,4.08,1
19821227,3.99,4.1,1
19821228,3.99,4.12,1
19821229,3.99,4.14,1
19821230,3.99,4.16,1
19821231,3.99,4.18,1
19830122,0.13,0.41,1
19830123,0.17,0.43,1
19830124,0.25,0.44,1
19830125,0.25,0.46,1
19830126,0.25,0.47,1
19830127,0.37,0.49,1
19830128,0.37,0.51,1
19830129,0.43,0.52,1
19830130,0.43,0.54,1
19830131,0.43,0.56,1
19830201,0.43,0.58,1
19830202,0.49,0.6,1
19830203,0.57,0.63,1
19830204,0.57,0.65,1
19830205,0.66,0.67,1
19830206,0.66,0.69,1
19830207,0.66,0.72,1
19830208,0.66,0.75,1
19830209,0.66,0.77,1
19830210,0.66,0.8,1
19830211,0.66,0.83,1
19830212,0.66,0.85,1
19830213,0.66,0.88,1
19830214,0.66,0.92,1
19830215,0.66,0.95,1
19830216,0.66,0.98,1
19830217,0.66,1.01,1
19830218,0.66,1.05,1
19830219,0.66,1.08,1
19830220,0.66,1.11,1
19830221,0.66,1.14,1
19830222,0.66,1.18,1
19830223,0.66,1.21,1
19830224,0.66,1.24,1
19830225,0.73,1.27,1
19830226,0.73,1.3,1
19830227,0.75,1.33,1
19830228,0.75,1.36,1
19830301,0.76,1.38,1
19830302,1.42,1.4,0
19830303,1.5,1.42,0
19830304,1.5,1.44,0
19830305,1.5,1.46,0
19830306,1.5,1.48,0
19830307,1.5,1.5,0
19830308,1.5,1.52,1
19830309,1.5,1.53,1
19830310,1.5,1.55,1
19830311,1.5,1.56,1
19830312,1.5,1.58,1
19830313,1.5,1.59,1
19830314,1.5,1.61,1
19830315,1.5,1.62,1
19830316,1.5,1.63,1
19830317,1.5,1.64,1
19830318,1.5,1.65,1
19830319,1.5,1.66,1
19830320,1.5,1.68,1
19830321,1.6,1.69,1
19830322,1.6,1.7,1
19830323,1.6,1.71,1
19830324,1.65,1.72,1
19830325,1.65,1.73,1
19830326,1.65,1.74,1
19830327,1.65,1.74,1
19830328,1.65,1.75,1
19830329,1.65,1.76,1
19830330,1.65,1.77,1
19830331,1.65,1.78,1
19830401,1.65,1.79,1
19830402,1.65,1.8,1
19830403,1.65,1.81,1
19830404,1.65,1.82,1
19830405,1.65,1.83,1
19830406,1.65,1.84,1
19830407,1.65,1.85,1
19830408,1.65,1.85,1
19830409,1.65,1.86,1
19830410,1.65,1.87,1
19830411,1.65,1.88,1
19830412,1.67,1.88,1
19830413,1.67,1.89,1
19830414,1.67,1.89,1
19830415,1.67,1.9,1
19830416,1.67,1.9,1
19830417,1.67,1.91,1
19830418,1.72,1.92,1
19830419,1.72,1.92,1
19830420,1.77,1.93,1
19830421,2.09,1.93,0
19830422,2.09,1.94,0
19830423,2.09,1.94,0
19830424,2.09,1.95,0
19830425,2.09,1.95,0
19830426,2.09,1.96,0
19830427,2.09,1.96,0
19830428,2.09,1.97,0
19830429,2.1,1.98,0
19830430,2.1,1.98,0
19830501,2.26,1.98,0
19830502,2.26,1.99,0
19830503,2.26,1.99,0
19830504,2.26,1.99,0
19830505,2.26,2.0,0
19830506,2.26,2.0,0
19830507,2.26,2.0,0
19830508,2.26,2.01,0
19830509,2.26,2.01,0
19830510,2.26,2.01,0
19830511,2.26,2.02,0
19830512,2.26,2.02,0
19830513,2.26,2.02,0
19830514,2.26,2.02,0
19830515,2.26,2.03,0
19830516,2.26,2.03,0
19830517,2.26,2.03,0
19830518,2.26,2.03,0
19830519,2.26,2.03,0
19830520,2.26,2.03,0
19830521,2.26,2.04,0
19830522,2.26,2.04,0
19830523,2.26,2.04,0
19830524,2.26,2.04,0
19830525,2.26,2.04,0
19830526,2.26,2.04,0
19830527,2.26,2.05,0
19830528,2.26,2.05,0
19830529,2.26,2.05,0
19830530,2.26,2.05,0
19830531,2.26,2.05,0
19830601,2.26,2.05,0
19830602,2.26,2.05,0
19830603,2.26,2.05,0
19830604,2.26,2.05,0
19830605,2.26,2.05,0
19830606,2.26,2.06,0
19830607,2.26,2.06,0
19830608,2.26,2.06,0
19830609,2.26,2.06,0
19830610,2.26,2.06,0
19830611,2.26,2.06,0
19830612,2.26,2.06,0
19830613,2.26,2.06,0
19830614,2.26,2.06,0
19830615,2.26,2.06,0
19830616,2.26,2.06,0
19830617,2.26,2.06,0
19830618,2.26,2.06,0
19830619,2.26,2.06,0
19830620,2.26,2.06,0
19830621,2.26,2.07,0
19830622,2.26,2.07,0
19830623,2.26,2.07,0
19830624,2.26,2.07,0
19830625,2.26,2.07,0
19830626,2.26,2.08,0
19830627,2.26,2.08,0
19830628,2.26,2.08,0
19830629,2.26,2.09,0
19830630,2.26,2.09,0
19830701,2.26,2.1,0
19830702,2.26,2.11,0
19830703,2.26,2.11,0
19830704,2.26,2.12,0
19830705,2.26,2.13,0
19830706,2.26,2.14,0
19830707,2.26,2.15,0
19830708,2.26,2.17,0
19830709,2.26,2.18,0
19830710,2.26,2.19,0
19830711,2.26,2.2,0
19830712,2.26,2.21,0
19830713,2.26,2.23,0
19830714,2.26,2.24,0
19830715,2.26,2.25,0
19830716,2.26,2.27,1
19830717,2.26,2.28,1
19830718,2.26,2.3,1
19830719,2.26,2.31,1
19830720,2.26,2.32,1
19830721,2.32,2.34,1
19830722,2.32,2.35,1
19830723,2.32,2.37,1
19830724,2.32,2.38,1
19830725,2.32,2.39,1
19830726,2.32,2.4,1
19830727,2.32,2.42,1
19830728,2.32,2.43,1
19830729,2.32,2.44,1
19830730,2.32,2.46,1
19830731,2.32,2.47,1
19830801,2.32,2.48,1
19830802,2.32,2.49,1
19830803,2.32,2.5,1
19830804,2.32,2.51,1
19830805,2.32,2.52,1
19830806,2.43,2.53,1
19830807,2.45,2.54,1
19830808,2.55,2.55,0
19830809,2.58,2.56,0
19830810,3.03,2.57,0
19830811,3.03,2.58,0
19830812,3.03,2.59,0
19830813,3.03,2.6,0
19830814,3.03,2.61,0
19830815,3.06,2.62,0
19830816,3.13,2.63,0
19830817,3.56,2.64,0
19830818,3.57,2.65,0
19830819,3.57,2.66,0
19830820,3.57,2.67,0
19830821,3.57,2.68,0
19830822,3.57,2.69,0
19830823,3.57,2.7,0
19830824,3.57,2.71,0
19830825,3.57,2.72,0
19830826,3.57,2.73,0
19830827,3.57,2.74,0
19830828,3.57,2.75,0
19830829,3.57,2.77,0
19830830,3.57,2.78,0
19830831,3.57,2.79,0
19830901,3.58,2.8,0
19830902,3.58,2.82,0
19830903,3.58,2.83,0
19830904,3.58,2.84,0
19830905,3.58,2.86,0
19830906,3.58,2.87,0
19830907,3.58,2.88,0
19830908,3.58,2.89,0
19830909,3.58,2.9,0
19830910,3.58,2.92,0
19830911,3.58,2.93,0
19830912,3.58,2.94,0
19830913,3.58,2.95,0
19830914,3.58,2.96,0
19830915,3.58,2.98,0
19830916,3.58,2.99,0
19830917,3.58,3.0,0
19830918,3.58,3.01,0
19830919,3.58,3.02,0
19830920,3.58,3.03,0
19830921,3.58,3.04,0
19830922,3.58,3.05,0
19830923,3.58,3.06,0
19830924,3.58,3.07,0
19830925,3.58,3.08,0
19830926,3.76,3.08,0
19830927,3.76,3.09,0
19830928,3.76,3.1,0
19830929,4.07,3.1,0
19830930,4.07,3.11,0
19831001,4.2,3.12,0
19831002,4.2,3.12,0
19831003,4.2,3.13,0
19831004,4.2,3.14,0
19831005,4.33,3.15,0
19831006,4.33,3.16,0
19831007,4.33,3.17,0
19831008,4.33,3.18,0
19831009,4.33,3.19,0
19831010,4.33,3.2,0
19831011,4.33,3.21,0
19831012,4.33,3.22,0
19831013,4.33,3.23,0
19831014,4.33,3.24,0
19831015,4.33,3.26,0
19831016,4.33,3.27,0
19831017,4.33,3.28,0
19831018,4.33,3.29,0
19831019,4.33,3.3,0
19831020,4.33,3.31,0
19831021,4.33,3.32,0
19831022,4.33,3.33,0
19831023,4.33,3.34,0
19831024,4.33,3.36,0
19831025,4.33,3.37,0
19831026,4.33,3.38,0
19831027,4.33,3.39,0
19831028,4.33,3.4,0
19831029,4.33,3.41,0
19831030,4.33,3.42,0
19831031,4.33,3.43,0
19831101,4.33,3.44,0
19831102,4.33,3.45,0
19831103,4.33,3.46,0
19831104,4.33,3.46,0
19831105,4.33,3.47,0
19831106,4.33,3.48,0
19831107,4.33,3.49,0
19831108,4.33,3.5,0
19831109,4.33,3.51,0
19831110,4.33,3.52,0
19831111,4.33,3.52,0
19831112,4.33,3.53,0
19831113,4.33,3.54,0
19831114,4.33,3.55,0
19831115,4.33,3.56,0
19831116,4.33,3.57,0
19831117,4.33,3.58,0
19831118,4.33,3.59,0
19831119,4.33,3.6,0
19831120,4.33,3.61,0
19831121,4.33,3.62,0
19831122,4.33,3.63,0
19831123,4.33,3.65,0
19831124,4.33,3.66,0
19831125,4.43,3.67,0
19831126,4.43,3.68,0
19831127,4.43,3.69,0
19831128,4.43,3.71,0
19831129,4.43,3.72,0
19831130,4.43,3.73,0
19831201,4.43,3.74,0
19831202,4.43,3.75,0
19831203,4.46,3.77,0
19831204,4.46,3.78,0
19831205,4.46,3.79,0
19831206,4.46,3.8,0
19831207,4.46,3.81,0
19831208,4.46,3.82,0
19831209,4.46,3.83,0
19831210,4.46,3.85,0
19831211,4.46,3.86,0
19831212,4.46,3.87,0
19831213,4.46,3.88,0
19831214,4.46,3.9,0
19831215,4.46,3.91,0
19831216,4.46,3.93,0
19831217,4.46,3.94,0
19831218,4.46,3.96,0
19831219,4.46,3.97,0
19831220,4.46,3.98,0
19831221,4.46,4.0,0
19831222,4.46,4.02,0
19831223,4.46,4.03,0
19831224,4.58,4.05,0
19831225,4.86,4.07,0
19831226,4.86,4.08,0
19831227,4.86,4.1,0
19831228,4.86,4.12,0
19831229,4.86,4.14,0
19831230,4.86,4.16,0
19831231,4.86,4.18,0
19840210,0.03,0.8,1
19840211,0.03,0.83,1
19840212,0.03,0.85,1
19840213,0.03,0.88,1
19840214,0.03,0.92,1
19840215,0.03,0.95,1
19840216,0.03,0.98,1
19840217,0.03,1.01,1
19840218,0.03,1.05,1
19840219,0.03,1.08,1
19840220,0.03,1.11,1
19840221,0.03,1.14,1
19840222,0.03,1.18,1
19840223,0.03,1.21,1
19840224,0.03,1.24,1
19840225,0.03,1.27,1
19840226,0.03,1.3,1
19840227,0.03,1.33,1
19840228,0.03,1.36,1
19840229,0.03,1.36,1
19840301,0.03,1.38,1
19840302,0.03,1.4,1
19840303,0.03,1.42,1
19840304,0.03,1.44,1
19840305,0.03,1.46,1
19840306,0.03,1.48,1
19840307,0.03,1.5,1
19840308,0.03,1.52,1
19840309,0.03,1.53,1
19840310,0.03,1.55,1
19840311,0.03,1.56,1
19840312,0.03,1.58,1
19840313,0.03,1.59,1
19840314,0.03,1.61,1
19840315,0.03,1.62,1
19840316,0.03,1.63,1
19840317,0.03,1.64,1
19840318,0.03,1.65,1
19840319,0.03,1.66,1
19840320,0.03,1.68,1
19840321,0.03,1.69,1
19840322,0.03,1.7,1
19840323,0.03,1.71,1
19840324,0.03,1.72,1
19840325,0.03,1.73,1
19840326,0.03,1.74,1
19840327,0.03,1.74,1
19840328,0.03,1.75,1
19840329,0.03,1.76,1
19840330,0.03,1.77,1
19840331,0.03,1.78,1
19840401,0.03,1.79,1
19840402,0.03,1.8,1
19840403,0.03,1.81,1
19840404,0.03,1.82,1
19840405,0.03,1.83,1
19840406,0.07,1.84,1
19840407,0.07,1.85,1
19840408,0.07,1.85,1
19840409,0.07,1.86,1
19840410,0.07,1.87,1
19840411,0.07,1.88,1
19840412,0.07,1.88,1
19840413,0.07,1.89,1
19840414,0.07,1.89,1
19840415,0.07,1.9,1
19840416,0.07,1.9,1
19840417,0.07,1.91,1
19840418,0.07,1.92,1
19840419,0.07,1.92,1
19840420,0.07,1.93,1
19840421,0.07,1.93,1
19840422,0.07,1.94,1
19840423,0.07,1.94,1
19840424,0.07,1.95,1
19840425,0.07,1.95,1
19840426,0.07,1.96,1
19840427,0.07,1.96,1
19840428,0.07,1.97,1
19840429,0.07,1.98,1
19840430,0.07,1.98,1
19840501,0.07,1.98,1
19840502,0.07,1.99,1
19840503,0.07,1.99,1
19840504,0.07,1.99,1
19840505,0.07,2.0,1
19840506,0.07,2.0,1
19840507,0.07,2.0,1
19840508,0.07,2.01,1
19840509,0.07,2.01,1
19840510,0.07,2.01,1
19840511,0.07,2.02,1
19840512,0.07,2.02,1
19840513,0.07,2.02,1
19840514,0.07,2.02,1
19840515,0.07,2.03,1
19840516,0.07,2.03,1
19840517,0.07,2.03,1
19840518,0.07,2.03,1
19840519,0.07,2.03,1
19840520,0.07,2.03,1
19840521,0.07,2.04,1
19840522,0.07,2.04,1
19840523,0.07,2.04,1
19840524,0.07,2.04,1
19840525,0.07,2.04,1
19840526,0.07,2.04,1
19840527,0.07,2.05,1
19840528,0.07,2.05,1
19840529,0.07,2.05,1
