date,precipitation,precipitation_normal,status_preci
19660625,0.27,2.07,1
19660626,0.27,2.08,1
19660627,0.27,2.08,1
19660628,0.27,2.08,1
19660629,0.27,2.09,1
19660630,0.27,2.09,1
19660701,0.27,2.1,1
19660702,0.27,2.11,1
19660703,0.27,2.11,1
19660704,0.27,2.12,1
19660705,0.27,2.13,1
19660706,0.27,2.14,1
19660707,0.27,2.15,1
19660708,0.27,2.17,1
19660709,0.27,2.18,1
19660710,0.27,2.19,1
19660711,0.27,2.2,1
19660712,0.27,2.21,1
19660713,0.27,2.23,1
19660714,0.27,2.24,1
19660715,0.27,2.25,1
19660716,0.27,2.27,1
19660717,0.27,2.28,1
19660718,0.27,2.3,1
19660719,0.27,2.31,1
19660720,0.27,2.32,1
19660721,0.27,2.34,1
19660722,0.27,2.35,1
19660723,0.27,2.37,1
19660724,0.27,2.38,1
19660725,0.27,2.39,1
19660726,0.27,2.4,1
19660727,0.27,2.42,1
19660728,0.27,2.43,1
19660729,0.27,2.44,1
19660730,0.57,2.46,1
19660731,0.57,2.47,1
19660801,0.64,2.48,1
19660802,0.64,2.49,1
19660803,0.64,2.5,1
19660804,0.64,2.51,1
19660805,0.64,2.52,1
19660806,0.64,2.53,1
19660807,0.64,2.54,1
19660808,0.64,2.55,1
19660809,0.64,2.56,1
19660810,0.64,2.57,1
19660811,0.64,2.58,1
19660812,0.64,2.59,1
19660813,0.64,2.6,1
19660814,0.64,2.61,1
19660815,0.64,2.62,1
19660816,0.64,2.63,1
19660817,0.64,2.64,1
19660818,0.66,2.65,1
19660819,0.66,2.66,1
19660820,0.66,2.67,1
19660821,0.66,2.68,1
19660822,0.66,2.69,1
19660823,0.66,2.7,1
19660824,0.66,2.71,1
19660825,0.66,2.72,1
19660826,0.66,2.73,1
19660827,0.66,2.74,1
19660828,0.66,2.75,1
19660829,0.66,2.77,1
19660830,0.66,2.78,1
19660831,0.66,2.79,1
19660901,0.66,2.8,1
19660902,0.66,2.82,1
19660903,0.66,2.83,1
19660904,0.66,2.84,1
19660905,0.66,2.86,1
19660906,0.66,2.87,1
19660907,0.66,2.88,1
19660908,0.66,2.89,1
19660909,0.66,2.9,1
19660910,0.66,2.92,1
19660911,0.66,2.93,1
19660912,0.66,2.94,1
19660913,0.66,2.95,1
19660914,0.66,2.96,1
19660915,0.66,2.98,1
19660916,0.66,2.99,1
19660917,0.66,3.0,1
19660918,0.87,3.01,1
19660919,1.01,3.02,1
19660920,1.01,3.03,1
19660921,1.01,3.04,1
19660922,1.01,3.05,1
19660923,1.01,3.06,1
19660924,1.01,3.07,1
19660925,1.01,3.08,1
19660926,1.01,3.08,1
19660927,1.01,3.09,1
19660928,1.01,3.1,1
19660929,1.01,3.1,1
19660930,1.01,3.11,1
19661001,1.01,3.12,1
19661002,1.01,3.12,1
19661003,1.01,3.13,1
19661004,1.01,3.14,1
19661005,1.02,3.15,1
19661006,1.02,3.16,1
19661007,1.02,3.17,1
19661008,1.02,3.18,1
19661009,1.02,3.19,1
19661010,1.1,3.2,1
19661011,1.1,3.21,1
19661012,1.1,3.22,1
19661013,1.1,3.23,1
19661014,1.1,3.24,1
19661015,1.1,3.26,1
19661016,1.1,3.27,1
19661017,1.1,3.28,1
19661018,1.1,3.29,1
19661019,1.1,3.3,1
19661020,1.1,3.31,1
19661021,1.1,3.32,1
19661022,1.1,3.33,1
19661023,1.1,3.34,1
19661024,1.1,3.36,1
19661025,1.1,3.37,1
19661026,1.1,3.38,1
19661027,1.1,3.39,1
19661028,1.1,3.4,1
19661029,1.1,3.41,1
19661030,1.1,3.42,1
19661031,1.1,3.43,1
19661101,1.1,3.44,1
19661102,1.1,3.45,1
19661103,1.1,3.46,1
19661104,1.1,3.46,1
19661105,1.1,3.47,1
19661106,1.1,3.48,1
19661107,1.14,3.49,1
19661108,1.43,3.5,1
19661109,1.43,3.51,1
19661110,1.43,3.52,1
19661111,1.43,3.52,1
19661112,1.43,3.53,1
19661113,1.43,3.54,1
19661114,1.43,3.55,1
19661115,1.43,3.56,1
19661116,1.43,3.57,1
19661117,1.43,3.58,1
19661118,1.43,3.59,1
19661119,1.43,3.6,1
19661120,1.43,3.61,1
19661121,1.43,3.62,1
19661122,1.43,3.63,1
19661123,1.43,3.65,1
19661124,1.43,3.66,1
19661125,1.43,3.67,1
19661126,1.43,3.68,1
19661127,1.43,3.69,1
19661128,1.43,3.71,1
19661129,1.43,3.72,1
19661130,1.43,3.73,1
19661201,1.43,3.74,1
19661202,1.43,3.75,1
19661203,1.47,3.77,1
19661204,1.47,3.78,1
19661205,1.48,3.79,1
19661206,1.91,3.8,1
19661207,1.91,3.81,1
19661208,1.91,3.82,1
19661209,1.91,3.83,1
19661210,1.91,3.85,1
19661211,1.91,3.86,1
19661212,1.91,3.87,1
19661213,1.91,3.88,1
19661214,1.91,3.9,1
19661215,1.91,3.91,1
19661216,1.91,3.93,1
19661217,1.91,3.94,1
19661218,1.91,3.96,1
19661219,1.91,3.97,1
19661220,1.91,3.98,1
19661221,1.91,4.0,1
19661222,1.91,4.02,1
19661223,1.91,4.03,1
19661224,1.91,4.05,1
19661225,1.91,4.07,1
19661226,1.91,4.08,1
19661227,1.91,4.1,1
19661228,1.91,4.12,1
19661229,1.91,4.14,1
19661230,1.91,4.16,1
19661231,1.91,4.18,1
19670122,0.11,0.41,1
19670123,0.46,0.43,0
19670124,0.47,0.44,0
19670125,0.47,0.46,0
19670126,0.47,0.47,0
19670127,0.47,0.49,1
19670128,0.47,0.51,1
19670129,0.47,0.52,1
19670130,0.47,0.54,1
19670131,0.47,0.56,1
19670201,0.47,0.58,1
19670202,0.47,0.6,1
19670203,0.47,0.63,1
19670204,0.47,0.65,1
19670205,0.47,0.67,1
19670206,0.47,0.69,1
19670207,0.47,0.72,1
19670208,0.47,0.75,1
19670209,0.47,0.77,1
19670210,0.47,0.8,1
19670211,0.47,0.83,1
19670212,0.47,0.85,1
19670213,0.47,0.88,1
19670214,0.47,0.92,1
19670215,0.47,0.95,1
19670216,0.47,0.98,1
19670217,0.47,1.01,1
19670218,0.47,1.05,1
19670219,0.47,1.08,1
19670220,0.47,1.11,1
19670221,0.47,1.14,1
19670222,0.47,1.18,1
19670223,0.47,1.21,1
19670224,0.47,1.24,1
19670225,0.47,1.27,1
19670226,0.47,1.3,1
19670227,0.47,1.33,1
19670228,0.47,1.36,1
19670301,0.47,1.38,1
19670302,0.47,1.4,1
19670303,0.47,1.42,1
19670304,0.47,1.44,1
19670305,0.47,1.46,1
19670306,0.47,1.48,1
19670307,0.47,1.5,1
19670308,0.47,1.52,1
19670309,0.47,1.53,1
19670310,0.47,1.55,1
19670311,0.47,1.56,1
19670312,0.47,1.58,1
19670313,0.47,1.59,1
19670314,0.47,1.61,1
19670315,0.47,1.62,1
19670316,0.47,1.63,1
19670317,0.47,1.64,1
19670318,0.47,1.65,1
19670319,0.47,1.66,1
19670320,0.47,1.68,1
19670321,0.47,1.69,1
19670322,0.47,1.7,1
19670323,0.47,1.71,1
19670324,0.47,1.72,1
19670325,0.47,1.73,1
19670326,0.47,1.74,1
19670327,0.47,1.74,1
19670328,0.47,1.75,1
19670329,0.47,1.76,1
19670330,0.47,1.77,1
19670331,0.47,1.78,1
19670401,0.47,1.79,1
19670402,0.47,1.8,1
19670403,0.47,1.81,1
19670404,0.47,1.82,1
19670405,0.47,1.83,1
19670406,0.47,1.84,1
19670407,0.47,1.85,1
19670408,0.47,1.85,1
19670409,0.47,1.86,1
19670410,0.47,1.87,1
19670411,0.5,1.88,1
19670412,0.5,1.88,1
19670413,0.5,1.89,1
19670414,0.5,1.89,1
19670415,0.5,1.9,1
19670416,0.5,1.9,1
19670417,0.5,1.91,1
19670418,0.5,1.92,1
19670419,0.5,1.92,1
19670420,0.5,1.93,1
19670421,0.5,1.93,1
19670422,0.56,1.94,1
19670423,0.56,1.94,1
19670424,0.56,1.95,1
19670425,0.56,1.95,1
19670426,0.56,1.96,1
19670427,0.56,1.96,1
19670428,0.56,1.97,1
19670429,0.56,1.98,1
19670430,0.56,1.98,1
19670501,0.56,1.98,1
19670502,0.56,1.99,1
19670503,0.56,1.99,1
19670504,0.56,1.99,1
19670505,0.56,2.0,1
19670506,0.56,2.0,1
19670507,0.56,2.0,1
19670508,0.56,2.01,1
19670509,0.56,2.01,1
19670510,0.56,2.01,1
19670511,0.56,2.02,1
19670512,0.56,2.02,1
19670513,0.56,2.02,1
19670514,0.56,2.02,1
19670515,0.56,2.03,1
19670516,0.56,2.03,1
19670517,0.56,2.03,1
19670518,0.56,2.03,1
19670519,0.56,2.03,1
19670520,0.56,2.03,1
19670521,0.56,2.04,1
19670522,0.56,2.04,1
19670523,0.56,2.04,1
19670524,0.56,2.04,1
19670525,0.56,2.04,1
19670526,0.56,2.04,1
19670527,0.56,2.05,1
19670528,0.56,2.05,1
19670529,0.77,2.05,1
19670530,0.77,2.05,1
19670531,0.77,2.05,1
19670601,0.77,2.05,1
19670602,0.77,2.05,1
19670603,0.77,2.05,1
19670604,0.77,2.05,1
19670605,0.77,2.05,1
19670606,0.81,2.06,1
19670607,0.81,2.06,1
19670608,0.81,2.06,1
19670609,0.81,2.06,1
19670610,0.81,2.06,1
19670611,0.81,2.06,1
19670612,0.81,2.06,1
19670613,0.84,2.06,1
19670614,0.84,2.06,1
19670615,0.84,2.06,1
19670616,0.84,2.06,1
19670617,0.84,2.06,1
19670618,0.84,2.06,1
19670619,1.59,2.06,1
19670620,1.59,2.06,1
19670621,1.59,2.07,1
19670622,1.59,2.07,1
19670623,1.59,2.07,1
19670624,1.59,2.07,1
19670625,1.59,2.07,1
19670626,1.59,2.08,1
19670627,1.59,2.08,1
19670628,1.59,2.08,1
19670629,1.59,2.09,1
19670630,1.59,2.09,1
19670701,1.59,2.1,1
19670702,1.59,2.11,1
19670703,1.59,2.11,1
19670704,1.59,2.12,1
19670705,1.6,2.13,1
19670706,1.71,2.14,1
19670707,1.71,2.15,1
19670708,1.71,2.17,1
19670709,1.71,2.18,1
19670710,1.71,2.19,1
19670711,1.71,2.2,1
19670712,1.71,2.21,1
19670713,1.71,2.23,1
19670714,1.71,2.24,1
19670715,1.79,2.25,1
19670716,1.79,2.27,1
19670717,1.79,2.28,1
19670718,1.79,2.3,1
19670719,1.79,2.31,1
19670720,1.79,2.32,1
19670721,1.79,2.34,1
19670722,1.79,2.35,1
19670723,1.79,2.37,1
19670724,1.79,2.38,1
19670725,1.79,2.39,1
19670726,1.79,2.4,1
19670727,1.79,2.42,1
19670728,1.79,2.43,1
19670729,1.79,2.44,1
19670730,1.79,2.46,1
19670731,1.79,2.47,1
19670801,1.79,2.48,1
19670802,1.79,2.49,1
19670803,1.79,2.5,1
19670804,1.79,2.51,1
19670805,1.79,2.52,1
19670806,1.88,2.53,1
19670807,1.88,2.54,1
19670808,2.13,2.55,1
19670809,2.15,2.56,1
19670810,2.15,2.57,1
19670811,2.15,2.58,1
19670812,2.15,2.59,1
19670813,2.15,2.6,1
19670814,2.15,2.61,1
19670815,2.15,2.62,1
19670816,2.15,2.63,1
19670817,2.15,2.64,1
19670818,2.15,2.65,1
19670819,2.15,2.66,1
19670820,2.15,2.67,1
19670821,2.15,2.68,1
19670822,2.15,2.69,1
19670823,2.15,2.7,1
19670824,2.17,2.71,1
19670825,2.17,2.72,1
19670826,2.17,2.73,1
19670827,2.17,2.74,1
19670828,2.17,2.75,1
19670829,2.17,2.77,1
19670830,2.17,2.78,1
19670831,2.17,2.79,1
19670901,2.18,2.8,1
19670902,2.2,2.82,1
19670903,2.2,2.83,1
19670904,2.2,2.84,1
19670905,2.2,2.86,1
19670906,2.23,2.87,1
19670907,2.27,2.88,1
19670908,2.27,2.89,1
19670909,2.27,2.9,1
19670910,2.27,2.92,1
19670911,2.27,2.93,1
19670912,2.27,2.94,1
19670913,2.27,2.95,1
19670914,2.27,2.96,1
19670915,2.27,2.98,1
19670916,2.27,2.99,1
19670917,2.27,3.0,1
19670918,2.46,3.01,1
19670919,2.46,3.02,1
19670920,2.46,3.03,1
19670921,2.46,3.04,1
19670922,2.46,3.05,1
19670923,2.46,3.06,1
19670924,3.12,3.07,0
19670925,3.13,3.08,0
19670926,3.13,3.08,0
19670927,3.13,3.09,0
19670928,3.2,3.1,0
19670929,3.2,3.1,0
19670930,3.2,3.11,0
19671001,3.2,3.12,0
19671002,3.2,3.12,0
19671003,3.2,3.13,0
19671004,3.2,3.14,0
19671005,3.2,3.15,0
19671006,3.2,3.16,0
19671007,3.2,3.17,0
19671008,3.2,3.18,0
19671009,3.2,3.19,0
19671010,3.2,3.2,0
19671011,3.2,3.21,1
19671012,3.2,3.22,1
19671013,3.2,3.23,1
19671014,3.2,3.24,1
19671015,3.2,3.26,1
19671016,3.2,3.27,1
19671017,3.2,3.28,1
19671018,3.2,3.29,1
19671019,3.2,3.3,1
19671020,3.2,3.31,1
19671021,3.2,3.32,1
19671022,3.2,3.33,1
19671023,3.2,3.34,1
19671024,3.2,3.36,1
19671025,3.2,3.37,1
19671026,3.2,3.38,1
19671027,3.2,3.39,1
19671028,3.2,3.4,1
19671029,3.2,3.41,1
19671030,3.2,3.42,1
19671031,3.2,3.43,1
19671101,3.2,3.44,1
19671102,3.2,3.45,1
19671103,3.2,3.46,1
19671104,3.2,3.46,1
19671105,3.2,3.47,1
19671106,3.2,3.48,1
19671107,3.2,3.49,1
19671108,3.2,3.5,1
19671109,3.2,3.51,1
19671110,3.2,3.52,1
19671111,3.2,3.52,1
19671112,3.2,3.53,1
19671113,3.2,3.54,1
19671114,3.2,3.55,1
19671115,3.2,3.56,1
19671116,3.2,3.57,1
19671117,3.2,3.58,1
19671118,3.2,3.59,1
19671119,3.4,3.6,1
19671120,3.4,3.61,1
19671121,4.45,3.62,0
19671122,4.46,3.63,0
19671123,4.46,3.65,0
19671124,4.46,3.66,0
19671125,4.46,3.67,0
19671126,4.46,3.68,0
19671127,4.46,3.69,0
19671128,4.63,3.71,0
19671129,4.63,3.72,0
19671130,4.72,3.73,0
19671201,4.72,3.74,0
19671202,4.72,3.75,0
19671203,4.72,3.77,0
19671204,4.72,3.78,0
19671205,4.72,3.79,0
19671206,4.72,3.8,0
19671207,4.72,3.81,0
19671208,4.72,3.82,0
19671209,4.72,3.83,0
19671210,4.72,3.85,0
19671211,4.72,3.86,0
19671212,4.72,3.87,0
19671213,4.72,3.88,0
19671214,4.72,3.9,0
19671215,5.42,3.91,0
19671216,5.43,3.93,0
19671217,5.43,3.94,0
19671218,5.54,3.96,0
19671219,5.54,3.97,0
19671220,5.54,3.98,0
19671221,5.54,4.0,0
19671222,5.54,4.02,0
19671223,5.54,4.03,0
19671224,5.54,4.05,0
19671225,5.54,4.07,0
19671226,5.54,4.08,0
19671227,5.54,4.1,0
19671228,5.54,4.12,0
19671229,5.54,4.14,0
19671230,5.54,4.16,0
19671231,5.54,4.18,0
19680127,0.01,0.49,1
19680128,0.01,0.51,1
19680129,0.01,0.52,1
19680130,0.01,0.54,1
19680131,0.01,0.56,1
19680201,0.01,0.58,1
19680202,0.01,0.6,1
19680203,0.01,0.63,1
19680204,0.01,0.65,1
19680205,0.01,0.67,1
19680206,0.01,0.69,1
19680207,0.01,0.72,1
19680208,0.01,0.75,1
19680209,0.16,0.77,1
19680210,0.23,0.8,1
19680211,0.23,0.83,1
19680212,0.23,0.85,1
19680213,0.23,0.88,1
19680214,0.23,0.92,1
19680215,0.23,0.95,1
19680216,0.23,0.98,1
19680217,0.23,1.01,1
19680218,0.23,1.05,1
19680219,0.23,1.08,1
19680220,0.23,1.11,1
19680221,0.23,1.14,1
19680222,0.23,1.18,1
19680223,0.23,1.21,1
19680224,0.23,1.24,1
19680225,0.23,1.27,1
19680226,0.23,1.3,1
19680227,0.23,1.33,1
19680228,0.23,1.36,1
19680229,0.23,1.36,1
19680301,0.23,1.38,1
19680302,0.23,1.4,1
19680303,0.23,1.42,1
19680304,0.23,1.44,1
19680305,0.23,1.46,1
19680306,0.23,1.48,1
19680307,0.27,1.5,1
19680308,0.45,1.52,1
19680309,0.45,1.53,1
19680310,0.45,1.55,1
19680311,0.45,1.56,1
19680312,0.45,1.58,1
19680313,0.45,1.59,1
19680314,0.45,1.61,1
19680315,0.45,1.62,1
19680316,0.45,1.63,1
19680317,0.45,1.64,1
19680318,0.45,1.65,1
19680319,0.45,1.66,1
19680320,0.45,1.68,1
19680321,0.45,1.69,1
19680322,0.45,1.7,1
19680323,0.45,1.71,1
19680324,0.45,1.72,1
19680325,0.45,1.73,1
19680326,0.45,1.74,1
19680327,0.45,1.74,1
19680328,0.45,1.75,1
19680329,0.45,1.76,1
19680330,0.45,1.77,1
19680331,0.45,1.78,1
19680401,0.45,1.79,1
19680402,0.55,1.8,1
19680403,0.55,1.81,1
19680404,0.55,1.82,1
19680405,0.55,1.83,1
19680406,0.55,1.84,1
19680407,0.55,1.85,1
19680408,0.55,1.85,1
19680409,0.55,1.86,1
19680410,0.55,1.87,1
19680411,0.55,1.88,1
19680412,0.55,1.88,1
19680413,0.55,1.89,1
19680414,0.55,1.89,1
19680415,0.55,1.9,1
19680416,0.55,1.9,1
19680417,0.55,1.91,1
19680418,0.55,1.92,1
19680419,0.55,1.92,1
19680420,0.55,1.93,1
19680421,0.55,1.93,1
19680422,0.55,1.94,1
19680423,0.55,1.94,1
19680424,0.55,1.95,1
19680425,0.55,1.95,1
19680426,0.55,1.96,1
19680427,0.55,1.96,1
19680428,0.55,1.97,1
19680429,0.55,1.98,1
19680430,0.55,1.98,1
19680501,0.55,1.98,1
19680502,0.55,1.99,1
19680503,0.55,1.99,1
19680504,0.55,1.99,1
19680505,0.55,2.0,1
19680506,0.55,2.0,1
19680507,0.55,2.0,1
19680508,0.55,2.01,1
19680509,0.55,2.01,1
19680510,0.55,2.01,1
19680511,0.55,2.02,1
19680512,0.55,2.02,1
19680513,0.55,2.02,1
19680514,0.55,2.02,1
19680515,0.55,2.03,1
19680516,0.55,2.03,1
19680517,0.55,2.03,1
19680518,0.55,2.03,1
19680519,0.55,2.03,1
19680520,0.55,2.03,1
19680521,0.55,2.04,1
19680522,0.55,2.04,1
19680523,0.55,2.04,1
19680524,0.55,2.04,1
19680525,0.55,2.04,1
19680526,0.55,2.04,1
19680527,0.55,2.05,1
19680528,0.55,2.05,1
19680529,0.55,2.05,1
19680530,0.55,2.05,1
19680531,0.55,2.05,1
19680601,0.55,2.05,1
19680602,0.55,2.05,1
19680603,0.55,2.05,1
19680604,0.55,2.05,1
19680605,0.55,2.05,1
19680606,0.55,2.06,1
19680607,0.55,2.06,1
19680608,0.86,2.06,1
19680609,0.86,2.06,1
19680610,0.86,2.06,1
19680611,0.86,2.06,1
19680612,0.86,2.06,1
19680613,0.86,2.06,1
19680614,0.86,2.06,1
19680615,0.86,2.06,1
19680616,0.86,2.06,1
19680617,0.86,2.06,1
19680618,0.86,2.06,1
19680619,0.86,2.06,1
19680620,0.86,2.06,1
19680621,0.86,2.07,1
19680622,0.86,2.07,1
19680623,0.86,2.07,1
19680624,0.86,2.07,1
19680625,0.86,2.07,1
19680626,0.86,2.08,1
19680627,0.86,2.08,1
19680628,0.86,2.08,1
19680629,0.86,2.09,1
19680630,0.86,2.09,1
19680701,0.86,2.1,1
19680702,0.86,2.11,1
19680703,0.86,2.11,1
19680704,0.86,2.12,1
19680705,0.86,2.13,1
19680706,0.86,2.14,1
19680707,0.86,2.15,1
19680708,0.86,2.17,1
19680709,0.86,2.18,1
19680710,0.86,2.19,1
19680711,0.86,2.2,1
19680712,0.86,2.21,1
19680713,0.86,2.23,1
19680714,0.86,2.24,1
19680715,0.86,2.25,1
19680716,0.86,2.27,1
19680717,0.86,2.28,1
19680718,0.86,2.3,1
19680719,0.86,2.31,1
19680720,0.86,2.32,1
19680721,0.86,2.34,1
19680722,0.86,2.35,1
19680723,0.86,2.37,1
19680724,0.86,2.38,1
19680725,0.86,2.39,1
19680726,0.86,2.4,1
19680727,0.86,2.42,1
19680728,0.88,2.43,1
19680729,0.96,2.44,1
19680730,0.96,2.46,1
19680731,0.97,2.47,1
19680801,0.97,2.48,1
19680802,0.97,2.49,1
19680803,0.97,2.5,1
19680804,0.97,2.51,1
19680805,0.97,2.52,1
19680806,0.97,2.53,1
19680807,0.97,2.54,1
19680808,0.97,2.55,1
19680809,0.97,2.56,1
19680810,0.97,2.57,1
19680811,0.97,2.58,1
19680812,0.97,2.59,1
19680813,0.97,2.6,1
19680814,0.97,2.61,1
19680815,0.97,2.62,1
19680816,0.97,2.63,1
19680817,0.97,2.64,1
19680818,0.97,2.65,1
19680819,0.97,2.66,1
19680820,0.97,2.67,1
19680821,0.97,2.68,1
19680822,0.97,2.69,1
19680823,0.97,2.7,1
19680824,0.97,2.71,1
19680825,0.97,2.72,1
19680826,1.01,2.73,1
19680827,1.01,2.74,1
19680828,1.01,2.75,1
19680829,1.01,2.77,1
19680830,1.01,2.78,1
19680831,1.01,2.79,1
19680901,1.01,2.8,1
19680902,1.01,2.82,1
19680903,1.01,2.83,1
19680904,1.01,2.84,1
19680905,1.01,2.86,1
19680906,1.01,2.87,1
19680907,1.01,2.88,1
19680908,1.01,2.89,1
19680909,1.01,2.9,1
19680910,1.01,2.92,1
19680911,1.01,2.93,1
19680912,1.02,2.94,1
19680913,1.02,2.95,1
19680914,1.02,2.96,1
19680915,1.02,2.98,1
19680916,1.02,2.99,1
19680917,1.02,3.0,1
19680918,1.02,3.01,1
19680919,1.02,3.02,1
19680920,1.02,3.03,1
19680921,1.02,3.04,1
19680922,1.02,3.05,1
19680923,1.02,3.06,1
19680924,1.02,3.07,1
19680925,1.02,3.08,1
19680926,1.02,3.08,1
19680927,1.02,3.09,1
19680928,1.02,3.1,1
19680929,1.02,3.1,1
19680930,1.02,3.11,1
19681001,1.02,3.12,1
19681002,1.02,3.12,1
19681003,1.02,3.13,1
19681004,1.02,3.14,1
19681005,1.02,3.15,1
19681006,1.02,3.16,1
19681007,1.02,3.17,1
19681008,1.02,3.18,1
19681009,1.02,3.19,1
19681010,1.02,3.2,1
19681011,1.02,3.21,1
19681012,1.02,3.22,1
19681013,1.02,3.23,1
19681014,1.02,3.24,1
19681015,1.02,3.26,1
19681016,1.02,3.27,1
19681017,1.02,3.28,1
19681018,1.02,3.29,1
19681019,1.02,3.3,1
19681020,1.02,3.31,1
19681021,1.02,3.32,1
19681022,1.02,3.33,1
19681023,1.02,3.34,1
19681024,1.02,3.36,1
19681025,1.02,3.37,1
19681026,1.02,3.38,1
19681027,1.02,3.39,1
19681028,1.02,3.4,1
19681029,1.02,3.41,1
19681030,1.02,3.42,1
19681031,1.02,3.43,1
19681101,1.02,3.44,1
19681102,1.02,3.45,1
19681103,1.02,3.46,1
19681104,1.02,3.46,1
19681105,1.02,3.47,1
19681106,1.02,3.48,1
19681107,1.02,3.49,1
19681108,1.02,3.5,1
19681109,1.02,3.51,1
19681110,1.02,3.52,1
19681111,1.02,3.52,1
19681112,1.02,3.53,1
19681113,1.02,3.54,1
19681114,1.02,3.55,1
19681115,1.04,3.56,1
19681116,1.04,3.57,1
19681117,1.04,3.58,1
19681118,1.04,3.59,1
19681119,1.04,3.6,1
19681120,1.04,3.61,1
19681121,1.04,3.62,1
19681122,1.04,3.63,1
19681123,1.04,3.65,1
19681124,1.04,3.66,1
19681125,1.04,3.67,1
19681126,1.04,3.68,1
19681127,1.04,3.69,1
19681128,1.04,3.71,1
19681129,1.04,3.72,1
19681130,1.04,3.73,1
19681201,1.04,3.74,1
19681202,1.04,3.75,1
19681203,1.04,3.77,1
19681204,1.04,3.78,1
19681205,1.04,3.79,1
19681206,1.04,3.8,1
19681207,1.04,3.81,1
19681208,1.04,3.82,1
19681209,1.04,3.83,1
19681210,1.04,3.85,1
19681211,1.04,3.86,1
19681212,1.04,3.87,1
19681213,1.04,3.88,1
19681214,1.04,3.9,1
19681215,1.04,3.91,1
19681216,1.04,3.93,1
19681217,1.04,3.94,1
19681218,1.04,3.96,1
19681219,1.04,3.97,1
19681220,1.04,3.98,1
19681221,1.04,4.0,1
19681222,1.04,4.02,1
19681223,1.04,4.03,1
19681224,1.04,4.05,1
19681225,1.11,4.07,1
19681226,1.11,4.08,1
19681227,1.11,4.1,1
19681228,1.11,4.12,1
19681229,1.11,4.14,1
19681230,1.11,4.16,1
19681231,1.11,4.18,1
19690113,0.18,0.25,1
19690114,0.43,0.27,0
19690115,0.43,0.29,0
19690116,0.43,0.31,0
19690117,0.43,0.33,0
19690118,0.48,0.35,0
19690119,0.51,0.36,0
19690120,0.51,0.38,0
19690121,0.68,0.39,0
19690122,0.68,0.41,0
19690123,0.68,0.43,0
19690124,0.92,0.44,0
19690125,1.45,0.46,0
19690126,1.46,0.47,0
19690127,1.46,0.49,0
19690128,1.57,0.51,0
19690129,1.57,0.52,0
19690130,1.57,0.54,0
19690131,1.57,0.56,0
19690201,1.57,0.58,0
19690202,1.57,0.6,0
19690203,1.57,0.63,0
19690204,1.57,0.65,0
19690205,1.57,0.67,0
19690206,1.83,0.69,0
19690207,1.83,0.72,0
19690208,1.83,0.75,0
19690209,1.83,0.77,0
19690210,1.83,0.8,0
19690211,1.83,0.83,0
19690212,1.83,0.85,0
19690213,1.83,0.88,0
19690214,1.83,0.92,0
19690215,1.83,0.95,0
19690216,1.83,0.98,0
19690217,1.83,1.01,0
19690218,2.14,1.05,0
19690219,2.14,1.08,0
19690220,2.18,1.11,0
19690221,2.18,1.14,0
19690222,2.19,1.18,0
19690223,2.24,1.21,0
19690224,2.26,1.24,0
19690225,2.53,1.27,0
19690226,2.53,1.3,0
19690227,2.53,1.33,0
19690228,2.53,1.36,0
19690301,2.53,1.38,0
19690302,2.53,1.4,0
19690303,2.53,1.42,0
19690304,2.56,1.44,0
19690305,2.56,1.46,0
19690306,2.56,1.48,0
19690307,2.56,1.5,0
19690308,2.56,1.52,0
19690309,2.57,1.53,0
19690310,2.86,1.55,0
19690311,2.86,1.56,0
19690312,2.91,1.58,0
19690313,3.1,1.59,0
19690314,3.1,1.61,0
19690315,3.1,1.62,0
19690316,3.1,1.63,0
19690317,3.1,1.64,0
19690318,3.1,1.65,0
19690319,3.1,1.66,0
19690320,3.1,1.68,0
19690321,3.1,1.69,0
19690322,3.1,1.7,0
19690323,3.1,1.71,0
19690324,3.1,1.72,0
19690325,3.1,1.73,0
19690326,3.1,1.74,0
19690327,3.1,1.74,0
19690328,3.1,1.75,0
19690329,3.1,1.76,0
19690330,3.1,1.77,0
19690331,3.1,1.78,0
19690401,3.1,1.79,0
19690402,3.1,1.8,0
19690403,3.1,1.81,0
19690404,3.1,1.82,0
19690405,3.1,1.83,0
19690406,3.1,1.84,0
19690407,3.1,1.85,0
19690408,3.1,1.85,0
19690409,3.1,1.86,0
19690410,3.1,1.87,0
19690411,3.1,1.88,0
19690412,3.1,1.88,0
19690413,3.1,1.89,0
19690414,3.1,1.89,0
19690415,3.1,1.9,0
19690416,3.1,1.9,0
19690417,3.1,1.91,0
19690418,3.1,1.92,0
19690419,3.1,1.92,0
19690420,3.1,1.93,0
19690421,3.1,1.93,0
19690422,3.1,1.94,0
19690423,3.1,1.94,0
19690424,3.1,1.95,0
19690425,3.1,1.95,0
19690426,3.1,1.96,0
19690427,3.1,1.96,0
19690428,3.1,1.97,0
19690429,3.1,1.98,0
19690430,3.1,1.98,0
19690501,3.1,1.98,0
19690502,3.1,1.99,0
19690503,3.1,1.99,0
19690504,3.1,1.99,0
19690505,3.14,2.0,0
19690506,3.73,2.0,0
19690507,4.06,2.0,0
19690508,4.06,2.01,0
19690509,4.06,2.01,0
19690510,4.06,2.01,0
19690511,4.06,2.02,0
19690512,4.06,2.02,0
19690513,4.06,2.02,0
19690514,4.06,2.02,0
19690515,4.06,2.03,0
19690516,4.06,2.03,0
