date,max,min,normal_max,normal_min,mean,status_temp
19571228,54.0,33.0,56.1,39.1,43.5,1
19571229,58.0,31.0,56.2,39.1,44.5,1
19571230,60.0,31.0,56.3,39.2,45.5,1
19571231,55.0,29.0,56.4,39.3,42.0,1
19580101,56.0,28.0,56.5,39.3,42.0,1
19580102,57.0,28.0,56.7,39.4,42.5,1
19580103,60.0,29.0,56.8,39.5,44.5,1
19580104,61.0,36.0,56.9,39.5,48.5,1
19580105,64.0,30.0,57.0,39.6,47.0,1
19580106,62.0,31.0,57.2,39.7,46.5,1
19580107,63.0,33.0,57.3,39.8,48.0,1
19580108,59.0,30.0,57.5,39.9,44.5,1
19580109,59.0,29.0,57.6,39.9,44.0,1
19580110,66.0,35.0,57.7,40.0,50.5,1
19580111,62.0,35.0,57.9,40.1,48.5,1
19580112,59.0,32.0,58.0,40.2,45.5,1
19580113,58.0,36.0,58.2,40.3,47.0,1
19580114,56.0,31.0,58.3,40.3,43.5,1
19580115,60.0,31.0,58.4,40.4,45.5,1
19580116,66.0,33.0,58.6,40.5,49.5,1
19580117,65.0,35.0,58.7,40.6,50.0,1
19580118,59.0,37.0,58.8,40.6,48.0,1
19580119,57.0,37.0,58.9,40.7,47.0,1
19580120,52.0,28.0,59.1,40.8,40.0,0
19580121,56.0,24.0,59.2,40.9,40.0,0
19580122,54.0,35.0,59.3,41.0,44.5,1
19580123,53.0,26.0,59.4,41.0,39.5,0
19580124,50.0,33.0,59.5,41.1,41.5,1
19580125,57.0,35.0,59.6,41.2,46.0,1
19580126,57.0,44.0,59.8,41.3,50.5,1
19580127,62.0,39.0,59.9,41.4,50.5,1
19580128,58.0,37.0,60.0,41.5,47.5,1
19580129,57.0,36.0,60.1,41.6,46.5,1
19580130,62.0,39.0,60.2,41.7,50.5,1
19580131,59.0,33.0,60.3,41.8,46.0,1
19580201,61.0,35.0,60.4,41.9,48.0,1
19580202,62.0,36.0,60.6,42.0,49.0,1
19580203,59.0,43.0,60.7,42.1,51.0,1
19580204,53.0,45.0,60.8,42.2,49.0,1
19580205,58.0,37.0,61.0,42.4,47.5,1
19580206,57.0,38.0,61.1,42.5,47.5,1
19580207,60.0,43.0,61.3,42.6,51.5,1
19580208,62.0,44.0,61.4,42.8,53.0,1
19580209,63.0,38.0,61.6,42.9,50.5,1
19580210,64.0,39.0,61.8,43.1,51.5,1
19580211,61.0,41.0,61.9,43.3,51.0,1
19580212,55.0,36.0,62.1,43.4,45.5,1
19580213,63.0,43.0,62.3,43.6,53.0,1
19580214,61.0,35.0,62.5,43.8,48.0,1
19580215,63.0,37.0,62.7,44.0,50.0,1
19580216,66.0,37.0,63.0,44.2,51.5,1
19580217,71.0,39.0,63.2,44.4,55.0,1
19580218,68.0,41.0,63.4,44.6,54.5,1
19580219,62.0,47.0,63.7,44.8,54.5,1
19580220,69.0,49.0,63.9,45.1,59.0,1
19580221,77.0,44.0,64.2,45.3,60.5,1
19580222,75.0,47.0,64.5,45.5,61.0,1
19580223,71.0,50.0,64.8,45.8,60.5,1
19580224,75.0,45.0,65.0,46.0,60.0,1
19580225,66.0,49.0,65.3,46.2,57.5,1
19580226,62.0,45.0,65.6,46.5,53.5,1
19580227,57.0,34.0,65.9,46.7,45.5,0
19580228,55.0,32.0,66.3,46.9,43.5,0
19580301,56.0,38.0,66.6,47.2,47.0,0
19580302,58.0,35.0,66.9,47.4,46.5,0
19580303,59.0,30.0,67.2,47.7,44.5,0
19580304,61.0,33.0,67.5,47.9,47.0,0
19580305,64.0,34.0,67.8,48.2,49.0,1
19580306,55.0,41.0,68.2,48.4,48.0,0
19580307,53.0,38.0,68.5,48.6,45.5,0
19580308,62.0,37.0,68.8,48.9,49.5,1
19580309,55.0,37.0,69.1,49.1,46.0,0
19580310,54.0,30.0,69.5,49.3,42.0,0
19580311,47.0,37.0,69.8,49.5,42.0,0
19580312,55.0,32.0,70.1,49.8,43.5,0
19580313,57.0,34.0,70.4,50.0,45.5,0
19580314,63.0,41.0,70.7,50.2,52.0,1
19580315,61.0,50.0,71.0,50.4,55.5,1
19580316,69.0,48.0,71.3,50.6,58.5,1
19580317,64.0,43.0,71.6,50.8,53.5,1
19580318,69.0,42.0,71.9,51.0,55.5,1
19580319,72.0,44.0,72.1,51.2,58.0,1
19580320,72.0,46.0,72.4,51.4,59.0,1
19580321,70.0,48.0,72.7,51.6,59.0,1
19580322,69.0,48.0,72.9,51.8,58.5,1
19580323,69.0,45.0,73.2,52.0,57.0,1
19580324,69.0,45.0,73.4,52.2,57.0,1
19580325,68.0,44.0,73.7,52.3,56.0,1
19580326,68.0,44.0,73.9,52.5,56.0,1
19580327,67.0,45.0,74.1,52.7,56.0,1
19580328,64.0,42.0,74.4,52.9,53.0,1
19580329,67.0,45.0,74.6,53.1,56.0,1
19580330,71.0,48.0,74.8,53.3,59.5,1
19580331,67.0,50.0,75.0,53.4,58.5,1
19580401,64.0,44.0,75.2,53.6,54.0,1
19580402,62.0,40.0,75.4,53.8,51.0,0
19580403,55.0,42.0,75.6,54.0,48.5,0
19580404,58.0,38.0,75.9,54.2,48.0,0
19580405,63.0,35.0,76.1,54.4,49.0,0
19580406,60.0,40.0,76.3,54.6,50.0,0
19580407,53.0,44.0,76.5,54.8,48.5,0
19580408,68.0,40.0,76.7,55.0,54.0,0
19580409,72.0,45.0,76.9,55.2,58.5,1
19580410,75.0,45.0,77.1,55.4,60.0,1
19580411,71.0,52.0,77.3,55.6,61.5,1
19580412,73.0,50.0,77.5,55.9,61.5,1
19580413,76.0,44.0,77.7,56.1,60.0,1
19580414,79.0,44.0,78.0,56.3,61.5,1
19580415,85.0,48.0,78.2,56.6,66.5,1
19580416,88.0,54.0,78.4,56.8,71.0,1
19580417,90.0,55.0,78.7,57.1,72.5,1
19580418,90.0,58.0,78.9,57.3,74.0,1
19580419,90.0,63.0,79.2,57.6,76.5,1
19580420,93.0,55.0,79.4,57.9,74.0,1
19580421,93.0,68.0,79.7,58.2,80.5,0
19580422,90.0,54.0,80.0,58.4,72.0,1
19580423,71.0,49.0,80.2,58.7,60.0,1
19580424,73.0,49.0,80.5,59.0,61.0,1
19580425,76.0,45.0,80.8,59.3,60.5,1
19580426,82.0,47.0,81.1,59.6,64.5,1
19580427,84.0,50.0,81.4,59.9,67.0,1
19580428,82.0,60.0,81.8,60.2,71.0,1
19580429,79.0,52.0,82.1,60.5,65.5,1
19580430,78.0,58.0,82.4,60.9,68.0,1
19580501,83.0,56.0,82.8,61.2,69.5,1
19580502,88.0,56.0,83.1,61.5,72.0,1
19580503,91.0,56.0,83.5,61.8,73.5,1
19580504,93.0,57.0,83.8,62.2,75.0,1
19580505,96.0,59.0,84.2,62.5,77.5,1
19580506,91.0,68.0,84.6,62.8,79.5,1
19580507,92.0,62.0,84.9,63.1,77.0,1
19580508,90.0,58.0,85.3,63.5,74.0,1
19580509,93.0,60.0,85.7,63.8,76.5,1
19580510,91.0,60.0,86.1,64.1,75.5,1
19580511,68.0,56.0,86.5,64.5,62.0,0
19580512,75.0,54.0,86.9,64.8,64.5,0
19580513,78.0,51.0,87.3,65.1,64.5,0
19580514,82.0,53.0,87.7,65.5,67.5,1
19580515,88.0,56.0,88.1,65.8,72.0,1
19580516,93.0,59.0,88.5,66.1,76.0,1
19580517,97.0,62.0,88.9,66.4,79.5,1
19580518,100.0,63.0,89.3,66.8,81.5,1
19580519,102.0,65.0,89.7,67.1,83.5,1
19580520,101.0,68.0,90.1,67.4,84.5,1
19580521,97.0,70.0,90.5,67.8,83.5,1
19580522,100.0,70.0,90.9,68.1,85.0,1
19580523,98.0,69.0,91.3,68.4,83.5,1
19580524,100.0,71.0,91.7,68.7,85.5,1
19580525,100.0,67.0,92.1,69.1,83.5,1
19580526,100.0,70.0,92.5,69.4,85.0,1
19580527,100.0,72.0,92.8,69.7,86.0,1
19580528,101.0,74.0,93.2,70.0,87.5,1
19580529,97.0,71.0,93.6,70.3,84.0,1
19580530,96.0,77.0,94.0,70.7,86.5,1
19580531,93.0,70.0,94.4,71.0,81.5,1
19580601,92.0,69.0,94.7,71.3,80.5,1
19580602,91.0,69.0,95.1,71.6,80.0,1
19580603,91.0,62.0,95.5,71.9,76.5,1
19580604,98.0,56.0,95.8,72.3,77.0,1
19580605,100.0,64.0,96.2,72.6,82.0,1
19580606,96.0,68.0,96.6,72.9,82.0,1
19580607,91.0,66.0,96.9,73.2,78.5,1
19580608,87.0,64.0,97.2,73.5,75.5,1
19580609,93.0,62.0,97.6,73.9,77.5,1
19580610,94.0,67.0,97.9,74.2,80.5,1
19580611,89.0,67.0,98.2,74.5,78.0,1
19580612,87.0,61.0,98.6,74.8,74.0,0
19580613,87.0,63.0,98.9,75.1,75.0,0
19580614,94.0,61.0,99.2,75.4,77.5,1
19580615,101.0,63.0,99.5,75.7,82.0,1
19580616,102.0,70.0,99.8,76.1,86.0,1
19580617,105.0,77.0,100.1,76.4,91.0,1
19580618,104.0,80.0,100.4,76.7,92.0,1
19580619,103.0,74.0,100.6,77.0,88.5,1
19580620,103.0,72.0,100.9,77.3,87.5,1
19580621,102.0,75.0,101.2,77.5,88.5,1
19580622,106.0,76.0,101.4,77.8,91.0,1
19580623,105.0,82.0,101.7,78.1,93.5,1
19580624,103.0,76.0,101.9,78.4,89.5,1
19580625,105.0,72.0,102.1,78.7,88.5,1
19580626,109.0,70.0,102.4,78.9,89.5,1
19580627,109.0,71.0,102.6,79.2,90.0,1
19580628,106.0,82.0,102.8,79.4,94.0,1
19580629,102.0,80.0,103.0,79.7,91.0,1
19580630,98.0,70.0,103.2,79.9,84.0,1
19580701,100.0,71.0,103.3,80.1,85.5,1
19580702,98.0,73.0,103.5,80.4,85.5,1
19580703,102.0,70.0,103.7,80.6,86.0,1
19580704,102.0,70.0,103.8,80.8,86.0,1
19580705,104.0,69.0,103.9,81.0,86.5,1
19580706,107.0,70.0,104.1,81.1,88.5,1
19580707,107.0,73.0,104.2,81.3,90.0,1
19580708,108.0,76.0,104.3,81.5,92.0,1
19580709,110.0,78.0,104.4,81.6,94.0,1
19580710,112.0,79.0,104.5,81.8,95.5,1
19580711,113.0,82.0,104.6,81.9,97.5,1
19580712,114.0,84.0,104.6,82.0,99.0,1
19580713,112.0,86.0,104.7,82.1,99.0,1
19580714,106.0,84.0,104.8,82.2,95.0,1
19580715,101.0,75.0,104.8,82.3,88.0,1
19580716,99.0,74.0,104.8,82.4,86.5,1
19580717,97.0,72.0,104.9,82.5,84.5,1
19580718,99.0,71.0,104.9,82.5,85.0,1
19580719,102.0,66.0,104.9,82.6,84.0,1
19580720,103.0,72.0,104.9,82.6,87.5,1
19580721,104.0,72.0,104.9,82.6,88.0,1
19580722,104.0,74.0,104.9,82.7,89.0,1
19580723,100.0,75.0,104.8,82.7,87.5,1
19580724,100.0,70.0,104.8,82.7,85.0,1
19580725,102.0,68.0,104.8,82.7,85.0,1
19580726,104.0,69.0,104.8,82.7,86.5,1
19580727,108.0,71.0,104.7,82.6,89.5,1
19580728,103.0,78.0,104.7,82.6,90.5,1
19580729,100.0,67.0,104.6,82.6,83.5,1
19580730,100.0,66.0,104.6,82.5,83.0,1
19580731,102.0,74.0,104.5,82.5,88.0,1
19580801,107.0,77.0,104.4,82.4,92.0,1
19580802,107.0,77.0,104.4,82.3,92.0,1
19580803,109.0,79.0,104.3,82.3,94.0,1
19580804,110.0,73.0,104.2,82.2,91.5,1
19580805,105.0,78.0,104.1,82.1,91.5,1
19580806,102.0,73.0,104.1,82.0,87.5,1
19580807,93.0,71.0,104.0,81.9,82.0,1
19580808,102.0,76.0,103.9,81.8,89.0,1
19580809,106.0,77.0,103.8,81.7,91.5,1
19580810,110.0,79.0,103.7,81.6,94.5,1
19580811,110.0,86.0,103.6,81.5,98.0,1
19580812,111.0,82.0,103.5,81.4,96.5,1
19580813,105.0,79.0,103.4,81.3,92.0,1
19580814,104.0,81.0,103.3,81.1,92.5,1
19580815,96.0,73.0,103.1,81.0,84.5,1
19580816,101.0,73.0,103.0,80.9,87.0,1
19580817,102.0,78.0,102.9,80.7,90.0,1
19580818,103.0,75.0,102.8,80.6,89.0,1
19580819,105.0,74.0,102.6,80.4,89.5,1
19580820,106.0,75.0,102.5,80.2,90.5,1
19580821,101.0,78.0,102.3,80.0,89.5,1
19580822,105.0,78.0,102.2,79.9,91.5,1
19580823,103.0,74.0,102.0,79.7,88.5,1
19580824,104.0,73.0,101.8,79.5,88.5,1
19580825,106.0,74.0,101.6,79.3,90.0,1
19580826,106.0,76.0,101.4,79.0,91.0,1
19580827,105.0,77.0,101.2,78.8,91.0,1
19580828,103.0,80.0,101.0,78.6,91.5,1
19580829,104.0,80.0,100.8,78.3,92.0,1
19580830,105.0,69.0,100.6,78.1,87.0,1
19580831,108.0,72.0,100.3,77.8,90.0,1
19580901,109.0,74.0,100.1,77.6,91.5,1
19580902,106.0,83.0,99.8,77.3,94.5,1
19580903,103.0,80.0,99.6,77.0,91.5,1
19580904,102.0,77.0,99.3,76.7,89.5,1
19580905,97.0,77.0,99.0,76.4,87.0,1
19580906,103.0,72.0,98.7,76.1,87.5,1
19580907,101.0,75.0,98.4,75.8,88.0,1
19580908,92.0,70.0,98.0,75.4,81.0,1
19580909,99.0,72.0,97.7,75.1,85.5,1
19580910,102.0,74.0,97.3,74.7,88.0,1
19580911,102.0,71.0,97.0,74.4,86.5,1
19580912,95.0,75.0,96.6,74.0,85.0,1
19580913,91.0,65.0,96.2,73.6,78.0,1
19580914,89.0,60.0,95.8,73.2,74.5,1
19580915,91.0,60.0,95.4,72.8,75.5,1
19580916,95.0,61.0,95.0,72.4,78.0,1
19580917,100.0,62.0,94.6,72.0,81.0,1
19580918,99.0,64.0,94.2,71.6,81.5,1
19580919,102.0,64.0,93.7,71.2,83.0,1
19580920,100.0,66.0,93.3,70.8,83.0,1
19580921,101.0,63.0,92.8,70.4,82.0,1
19580922,98.0,72.0,92.4,69.9,85.0,1
19580923,81.0,59.0,91.9,69.5,70.0,1
19580924,75.0,57.0,91.5,69.1,66.0,0
19580925,81.0,48.0,91.0,68.6,64.5,0
19580926,92.0,55.0,90.5,68.2,73.5,1
19580927,82.0,61.0,90.0,67.7,71.5,1
19580928,87.0,62.0,89.6,67.3,74.5,1
19580929,89.0,60.0,89.1,66.8,74.5,1
19580930,91.0,63.0,88.6,66.4,77.0,1
19581001,92.0,60.0,88.1,65.9,76.0,1
19581002,89.0,60.0,87.6,65.5,74.5,1
19581003,90.0,54.0,87.2,65.1,72.0,1
19581004,94.0,56.0,86.7,64.6,75.0,1
19581005,92.0,65.0,86.2,64.2,78.5,1
19581006,90.0,62.0,85.7,63.7,76.0,1
19581007,90.0,60.0,85.3,63.3,75.0,1
19581008,94.0,57.0,84.8,62.9,75.5,1
19581009,91.0,57.0,84.3,62.5,74.0,1
19581010,88.0,56.0,83.9,62.0,72.0,1
19581011,90.0,49.0,83.4,61.6,69.5,1
19581012,92.0,58.0,82.9,61.2,75.0,1
19581013,92.0,60.0,82.5,60.8,76.0,1
19581014,93.0,60.0,82.0,60.3,76.5,1
19581015,94.0,60.0,81.6,59.9,77.0,1
19581016,95.0,59.0,81.1,59.5,77.0,1
19581017,92.0,61.0,80.7,59.1,76.5,1
19581018,95.0,58.0,80.2,58.7,76.5,1
19581019,88.0,70.0,79.8,58.3,79.0,1
19581020,75.0,55.0,79.4,57.9,65.0,1
19581021,71.0,45.0,78.9,57.5,58.0,1
19581022,75.0,39.0,78.5,57.1,57.0,0
19581023,73.0,46.0,78.0,56.7,59.5,1
19581024,78.0,52.0,77.6,56.3,65.0,1
19581025,70.0,53.0,77.2,55.9,61.5,1
19581026,73.0,51.0,76.7,55.5,62.0,1
19581027,76.0,53.0,76.3,55.1,64.5,1
19581028,78.0,51.0,75.8,54.7,64.5,1
19581029,76.0,53.0,75.4,54.3,64.5,1
19581030,69.0,49.0,74.9,53.9,59.0,1
19581031,68.0,42.0,74.5,53.5,55.0,1
19581101,73.0,45.0,74.0,53.1,59.0,1
19581102,73.0,44.0,73.6,52.7,58.5,1
19581103,76.0,44.0,73.1,52.3,60.0,1
19581104,82.0,46.0,72.7,51.9,64.0,1
19581105,78.0,49.0,72.2,51.5,63.5,1
19581106,78.0,48.0,71.7,51.1,63.0,1
19581107,79.0,47.0,71.2,50.6,63.0,1
19581108,78.0,49.0,70.8,50.2,63.5,1
19581109,80.0,50.0,70.3,49.8,65.0,1
19581110,77.0,53.0,69.8,49.4,65.0,1
19581111,64.0,47.0,69.3,49.0,55.5,1
19581112,60.0,45.0,68.8,48.6,52.5,1
19581113,63.0,41.0,68.3,48.2,52.0,1
19581114,69.0,42.0,67.8,47.8,55.5,1
19581115,55.0,37.0,67.3,47.4,46.0,0
19581116,45.0,31.0,66.8,47.0,38.0,0
19581117,43.0,28.0,66.3,46.6,35.5,0
19581118,48.0,23.0,65.8,46.2,35.5,0
19581119,60.0,30.0,65.3,45.8,45.0,0
19581120,67.0,35.0,64.9,45.4,51.0,1
19581121,67.0,38.0,64.4,45.0,52.5,1
19581122,68.0,37.0,63.9,44.7,52.5,1
19581123,67.0,36.0,63.4,44.3,51.5,1
19581124,63.0,38.0,62.9,43.9,50.5,1
19581125,64.0,47.0,62.5,43.6,55.5,1
19581126,62.0,47.0,62.0,43.2,54.5,1
19581127,69.0,44.0,61.6,42.9,56.5,1
19581128,60.0,33.0,61.2,42.6,46.5,1
19581129,60.0,31.0,60.7,42.3,45.5,1
19581130,63.0,30.0,60.3,42.0,46.5,1
19581201,65.0,30.0,59.9,41.7,47.5,1
19581202,73.0,34.0,59.6,41.4,53.5,1
19581203,73.0,41.0,59.2,41.2,57.0,1
19581204,70.0,38.0,58.9,40.9,54.0,1
19581205,67.0,38.0,58.5,40.7,52.5,1
19581206,65.0,38.0,58.2,40.5,51.5,1
19581207,65.0,36.0,57.9,40.3,50.5,1
19581208,55.0,38.0,57.6,40.1,46.5,1
19581209,67.0,35.0,57.4,39.9,51.0,1
19581210,70.0,39.0,57.2,39.8,54.5,1
19581211,70.0,40.0,56.9,39.6,55.0,1
19581212,74.0,42.0,56.7,39.5,58.0,0
19581213,63.0,37.0,56.6,39.4,50.0,1
19581214,64.0,32.0,56.4,39.3,48.0,1
19581215,60.0,29.0,56.3,39.2,44.5,1
19581216,62.0,30.0,56.2,39.1,46.0,1
19581217,62.0,30.0,56.1,39.0,46.0,1
19581218,66.0,33.0,56.0,39.0,49.5,1
19581219,64.0,34.0,55.9,39.0,49.0,1
19581220,62.0,36.0,55.9,38.9,49.0,1
19581221,61.0,32.0,55.9,38.9,46.5,1
19581222,60.0,38.0,55.9,38.9,49.0,1
19581223,58.0,33.0,55.9,38.9,45.5,1
19581224,57.0,33.0,55.9,38.9,45.0,1
19581225,55.0,31.0,55.9,39.0,43.0,1
19581226,59.0,31.0,56.0,39.0,45.0,1
19581227,53.0,33.0,56.0,39.0,43.0,1
19581228,59.0,34.0,56.1,39.1,46.5,1
19581229,56.0,34.0,56.2,39.1,45.0,1
19581230,56.0,27.0,56.3,39.2,41.5,1
19581231,59.0,37.0,56.4,39.3,48.0,1
19590101,57.0,32.0,56.5,39.3,44.5,1
19590102,61.0,29.0,56.7,39.4,45.0,1
19590103,44.0,23.0,56.8,39.5,33.5,0
19590104,47.0,20.0,56.9,39.5,33.5,0
19590105,49.0,23.0,57.0,39.6,36.0,0
19590106,53.0,39.0,57.2,39.7,46.0,1
19590107,53.0,42.0,57.3,39.8,47.5,1
19590108,57.0,39.0,57.5,39.9,48.0,1
19590109,58.0,38.0,57.6,39.9,48.0,1
19590110,55.0,35.0,57.7,40.0,45.0,1
19590111,64.0,37.0,57.9,40.1,50.5,1
19590112,63.0,37.0,58.0,40.2,50.0,1
19590113,64.0,44.0,58.2,40.3,54.0,1
19590114,65.0,41.0,58.3,40.3,53.0,1
19590115,62.0,36.0,58.4,40.4,49.0,1
19590116,64.0,39.0,58.6,40.5,51.5,1
19590117,70.0,37.0,58.7,40.6,53.5,1
19590118,66.0,39.0,58.8,40.6,52.5,1
19590119,70.0,38.0,58.9,40.7,54.0,1
19590120,50.0,32.0,59.1,40.8,41.0,1
19590121,50.0,26.0,59.2,40.9,38.0,0
19590122,56.0,31.0,59.3,41.0,43.5,1
19590123,62.0,30.0,59.4,41.0,46.0,1
19590124,63.0,32.0,59.5,41.1,47.5,1
19590125,72.0,35.0,59.6,41.2,53.5,1
19590126,61.0,38.0,59.8,41.3,49.5,1
19590127,61.0,33.0,59.9,41.4,47.0,1
19590128,64.0,32.0,60.0,41.5,48.0,1
19590129,58.0,29.0,60.1,41.6,43.5,1
19590130,58.0,28.0,60.2,41.7,43.0,1
19590131,55.0,28.0,60.3,41.8,41.5,0
19590201,54.0,32.0,60.4,41.9,43.0,1
19590202,54.0,32.0,60.6,42.0,43.0,1
19590203,58.0,32.0,60.7,42.1,45.0,1
19590204,62.0,35.0,60.8,42.2,48.5,1
19590205,64.0,35.0,61.0,42.4,49.5,1
19590206,63.0,32.0,61.1,42.5,47.5,1
19590207,65.0,36.0,61.3,42.6,50.5,1
19590208,57.0,40.0,61.4,42.8,48.5,1
19590209,51.0,33.0,61.6,42.9,42.0,0
19590210,59.0,39.0,61.8,43.1,49.0,1
19590211,57.0,40.0,61.9,43.3,48.5,1
19590212,50.0,32.0,62.1,43.4,41.0,0
19590213,51.0,26.0,62.3,43.6,38.5,0
19590214,50.0,28.0,62.5,43.8,39.0,0
19590215,55.0,38.0,62.7,44.0,46.5,1
19590216,60.0,43.0,63.0,44.2,51.5,1
19590217,66.0,48.0,63.2,44.4,57.0,1
19590218,62.0,39.0,63.4,44.6,50.5,1
19590219,64.0,39.0,63.7,44.8,51.5,1
19590220,61.0,39.0,63.9,45.1,50.0,1
19590221,56.0,37.0,64.2,45.3,46.5,1
19590222,57.0,37.0,64.5,45.5,47.0,1
19590223,59.0,32.0,64.8,45.8,45.5,0
19590224,60.0,33.0,65.0,46.0,46.5,1
19590225,61.0,38.0,65.3,46.2,49.5,1
19590226,66.0,35.0,65.6,46.5,50.5,1
19590227,69.0,39.0,65.9,46.7,54.0,1
19590228,70.0,40.0,66.3,46.9,55.0,1
19590301,74.0,41.0,66.6,47.2,57.5,1
19590302,76.0,44.0,66.9,47.4,60.0,1
19590303,79.0,42.0,67.2,47.7,60.5,1
19590304,62.0,44.0,67.5,47.9,53.0,1
19590305,60.0,33.0,67.8,48.2,46.5,0
19590306,65.0,35.0,68.2,48.4,50.0,1
19590307,69.0,35.0,68.5,48.6,52.0,1
19590308,72.0,37.0,68.8,48.9,54.5,1
19590309,75.0,36.0,69.1,49.1,55.5,1
19590310,73.0,47.0,69.5,49.3,60.0,1
19590311,63.0,41.0,69.8,49.5,52.0,1
19590312,73.0,35.0,70.1,49.8,54.0,1
19590313,78.0,39.0,70.4,50.0,58.5,1
19590314,65.0,41.0,70.7,50.2,53.0,1
19590315,65.0,39.0,71.0,50.4,52.0,1
19590316,71.0,37.0,71.3,50.6,54.0,1
19590317,75.0,40.0,71.6,50.8,57.5,1
19590318,81.0,46.0,71.9,51.0,63.5,1
19590319,73.0,52.0,72.1,51.2,62.5,1
19590320,67.0,43.0,72.4,51.4,55.0,1
19590321,70.0,40.0,72.7,51.6,55.0,1
19590322,79.0,41.0,72.9,51.8,60.0,1
19590323,69.0,50.0,73.2,52.0,59.5,1
19590324,66.0,46.0,73.4,52.2,56.0,1
19590325,71.0,47.0,73.7,52.3,59.0,1
19590326,74.0,39.0,73.9,52.5,56.5,1
19590327,75.0,50.0,74.1,52.7,62.5,1
19590328,75.0,42.0,74.4,52.9,58.5,1
19590329,79.0,43.0,74.6,53.1,61.0,1
19590330,76.0,56.0,74.8,53.3,66.0,1
19590331,79.0,53.0,75.0,53.4,66.0,1
19590401,85.0,49.0,75.2,53.6,67.0,1
19590402,92.0,52.0,75.4,53.8,72.0,1
19590403,91.0,59.0,75.6,54.0,75.0,1
19590404,92.0,58.0,75.9,54.2,75.0,1
19590405,92.0,59.0,76.1,54.4,75.5,1
19590406,85.0,54.0,76.3,54.6,69.5,1
19590407,82.0,60.0,76.5,54.8,71.0,1
19590408,77.0,54.0,76.7,55.0,65.5,1
19590409,69.0,47.0,76.9,55.2,58.0,1
19590410,77.0,43.0,77.1,55.4,60.0,1
19590411,81.0,45.0,77.3,55.6,63.0,1
19590412,86.0,47.0,77.5,55.9,66.5,1
19590413,88.0,50.0,77.7,56.1,69.0,1
19590414,84.0,60.0,78.0,56.3,72.0,1
19590415,83.0,61.0,78.2,56.6,72.0,1
19590416,76.0,52.0,78.4,56.8,64.0,1
19590417,79.0,47.0,78.7,57.1,63.0,1
19590418,77.0,52.0,78.9,57.3,64.5,1
19590419,80.0,46.0,79.2,57.6,63.0,1
19590420,74.0,53.0,79.4,57.9,63.5,1
19590421,80.0,47.0,79.7,58.2,63.5,1
19590422,89.0,50.0,80.0,58.4,69.5,1
19590423,91.0,56.0,80.2,58.7,73.5,1
19590424,90.0,57.0,80.5,59.0,73.5,1
19590425,80.0,61.0,80.8,59.3,70.5,1
19590426,79.0,61.0,81.1,59.6,70.0,1
19590427,83.0,54.0,81.4,59.9,68.5,1
19590428,88.0,51.0,81.8,60.2,69.5,1
19590429,93.0,57.0,82.1,60.5,75.0,1
19590430,98.0,59.0,82.4,60.9,78.5,1
19590501,88.0,59.0,82.8,61.2,73.5,1
19590502,71.0,53.0,83.1,61.5,62.0,1
19590503,69.0,47.0,83.5,61.8,58.0,0
19590504,73.0,40.0,83.8,62.2,56.5,0
19590505,83.0,45.0,84.2,62.5,64.0,1
19590506,83.0,54.0,84.6,62.8,68.5,1
19590507,85.0,62.0,84.9,63.1,73.5,1
19590508,91.0,53.0,85.3,63.5,72.0,1
19590509,88.0,65.0,85.7,63.8,76.5,1
19590510,91.0,64.0,86.1,64.1,77.5,1
19590511,97.0,59.0,86.5,64.5,78.0,1
19590512,99.0,61.0,86.9,64.8,80.0,1
19590513,95.0,65.0,87.3,65.1,80.0,1
19590514,93.0,66.0,87.7,65.5,79.5,1
19590515,91.0,64.0,88.1,65.8,77.5,1
19590516,93.0,58.0,88.5,66.1,75.5,1
19590517,88.0,68.0,88.9,66.4,78.0,1
19590518,87.0,61.0,89.3,66.8,74.0,1
19590519,81.0,60.0,89.7,67.1,70.5,1
19590520,80.0,53.0,90.1,67.4,66.5,0
19590521,81.0,49.0,90.5,67.8,65.0,0
19590522,83.0,53.0,90.9,68.1,68.0,0
19590523,84.0,56.0,91.3,68.4,70.0,1
19590524,84.0,51.0,91.7,68.7,67.5,0
19590525,84.0,59.0,92.1,69.1,71.5,1
19590526,89.0,59.0,92.5,69.4,74.0,1
19590527,85.0,64.0,92.8,69.7,74.5,1
19590528,92.0,59.0,93.2,70.0,75.5,1
19590529,89.0,66.0,93.6,70.3,77.5,1
19590530,91.0,61.0,94.0,70.7,76.0,1
19590531,93.0,59.0,94.4,71.0,76.0,1
19590601,95.0,61.0,94.7,71.3,78.0,1
19590602,98.0,61.0,95.1,71.6,79.5,1
19590603,99.0,64.0,95.5,71.9,81.5,1
19590604,101.0,66.0,95.8,72.3,83.5,1
19590605,103.0,67.0,96.2,72.6,85.0,1
19590606,100.0,73.0,96.6,72.9,86.5,1
19590607,96.0,72.0,96.9,73.2,84.0,1
19590608,100.0,67.0,97.2,73.5,83.5,1
19590609,100.0,71.0,97.6,73.9,85.5,1
19590610,101.0,68.0,97.9,74.2,84.5,1
19590611,103.0,68.0,98.2,74.5,85.5,1
19590612,106.0,73.0,98.6,74.8,89.5,1
19590613,104.0,74.0,98.9,75.1,89.0,1
19590614,107.0,80.0,99.2,75.4,93.5,1
19590615,104.0,80.0,99.5,75.7,92.0,1
19590616,100.0,72.0,99.8,76.1,86.0,1
19590617,105.0,64.0,100.1,76.4,84.5,1
