date,max,min,normal_max,normal_min,mean,status_temp
19480906,105.0,61.0,98.7,76.1,83.0,1
19480907,104.0,60.0,98.4,75.8,82.0,1
19480908,103.0,64.0,98.0,75.4,83.5,1
19480909,106.0,62.0,97.7,75.1,84.0,1
19480910,106.0,61.0,97.3,74.7,83.5,1
19480911,107.0,62.0,97.0,74.4,84.5,1
19480912,108.0,66.0,96.6,74.0,87.0,1
19480913,109.0,62.0,96.2,73.6,85.5,1
19480914,106.0,62.0,95.8,73.2,84.0,1
19480915,103.0,68.0,95.4,72.8,85.5,1
19480916,90.0,72.0,95.0,72.4,81.0,1
19480917,92.0,70.0,94.6,72.0,81.0,1
19480918,92.0,64.0,94.2,71.6,78.0,1
19480919,90.0,56.0,93.7,71.2,73.0,1
19480920,94.0,57.0,93.3,70.8,75.5,1
19480921,96.0,54.0,92.8,70.4,75.0,1
19480922,92.0,61.0,92.4,69.9,76.5,1
19480923,93.0,56.0,91.9,69.5,74.5,1
19480924,84.0,63.0,91.5,69.1,73.5,1
19480925,72.0,50.0,91.0,68.6,61.0,0
19480926,81.0,45.0,90.5,68.2,63.0,0
19480927,90.0,43.0,90.0,67.7,66.5,0
19480928,94.0,52.0,89.6,67.3,73.0,1
19480929,95.0,52.0,89.1,66.8,73.5,1
19480930,94.0,63.0,88.6,66.4,78.5,1
19481001,95.0,58.0,88.1,65.9,76.5,1
19481002,97.0,56.0,87.6,65.5,76.5,1
19481003,96.0,59.0,87.2,65.1,77.5,1
19481004,90.0,66.0,86.7,64.6,78.0,1
19481005,90.0,56.0,86.2,64.2,73.0,1
19481006,83.0,61.0,85.7,63.7,72.0,1
19481007,88.0,49.0,85.3,63.3,68.5,1
19481008,93.0,52.0,84.8,62.9,72.5,1
19481009,94.0,50.0,84.3,62.5,72.0,1
19481010,92.0,48.0,83.9,62.0,70.0,1
19481011,88.0,49.0,83.4,61.6,68.5,1
19481012,87.0,51.0,82.9,61.2,69.0,1
19481013,89.0,60.0,82.5,60.8,74.5,1
19481014,82.0,56.0,82.0,60.3,69.0,1
19481015,83.0,52.0,81.6,59.9,67.5,1
19481016,86.0,49.0,81.1,59.5,67.5,1
19481017,83.0,58.0,80.7,59.1,70.5,1
19481018,75.0,48.0,80.2,58.7,61.5,1
19481019,78.0,41.0,79.8,58.3,59.5,1
19481020,85.0,46.0,79.4,57.9,65.5,1
19481021,89.0,43.0,78.9,57.5,66.0,1
19481022,88.0,44.0,78.5,57.1,66.0,1
19481023,86.0,47.0,78.0,56.7,66.5,1
19481024,86.0,45.0,77.6,56.3,65.5,1
19481025,86.0,45.0,77.2,55.9,65.5,1
19481026,82.0,47.0,76.7,55.5,64.5,1
19481027,80.0,42.0,76.3,55.1,61.0,1
19481028,69.0,44.0,75.8,54.7,56.5,1
19481029,70.0,38.0,75.4,54.3,54.0,0
19481030,60.0,47.0,74.9,53.9,53.5,0
19481031,75.0,39.0,74.5,53.5,57.0,1
19481101,75.0,40.0,74.0,53.1,57.5,1
19481102,77.0,48.0,73.6,52.7,62.5,1
19481103,78.0,49.0,73.1,52.3,63.5,1
19481104,64.0,46.0,72.7,51.9,55.0,1
19481105,66.0,32.0,72.2,51.5,49.0,0
19481106,71.0,30.0,71.7,51.1,50.5,0
19481107,70.0,38.0,71.2,50.6,54.0,1
19481108,58.0,39.0,70.8,50.2,48.5,0
19481109,64.0,27.0,70.3,49.8,45.5,0
19481110,64.0,27.0,69.8,49.4,45.5,0
19481111,65.0,40.0,69.3,49.0,52.5,1
19481112,67.0,33.0,68.8,48.6,50.0,1
19481113,74.0,32.0,68.3,48.2,53.0,1
19481114,75.0,33.0,67.8,47.8,54.0,1
19481115,71.0,33.0,67.3,47.4,52.0,1
19481116,68.0,32.0,66.8,47.0,50.0,1
19481117,68.0,34.0,66.3,46.6,51.0,1
19481118,57.0,37.0,65.8,46.2,47.0,1
19481119,61.0,28.0,65.3,45.8,44.5,0
19481120,62.0,25.0,64.9,45.4,43.5,0
19481121,61.0,39.0,64.4,45.0,50.0,1
19481122,63.0,36.0,63.9,44.7,49.5,1
19481123,68.0,32.0,63.4,44.3,50.0,1
19481124,64.0,31.0,62.9,43.9,47.5,1
19481125,66.0,36.0,62.5,43.6,51.0,1
19481126,61.0,26.0,62.0,43.2,43.5,1
19481127,54.0,31.0,61.6,42.9,42.5,0
19481128,57.0,22.0,61.2,42.6,39.5,0
19481129,65.0,21.0,60.7,42.3,43.0,1
19481130,63.0,22.0,60.3,42.0,42.5,1
19481201,59.0,32.0,59.9,41.7,45.5,1
19481202,59.0,24.0,59.6,41.4,41.5,1
19481203,66.0,23.0,59.2,41.2,44.5,1
19481204,50.0,24.0,58.9,40.9,37.0,0
19481205,51.0,18.0,58.5,40.7,34.5,0
19481206,59.0,25.0,58.2,40.5,42.0,1
19481207,54.0,21.0,57.9,40.3,37.5,0
19481208,61.0,24.0,57.6,40.1,42.5,1
19481209,63.0,25.0,57.4,39.9,44.0,1
19481210,65.0,29.0,57.2,39.8,47.0,1
19481211,63.0,29.0,56.9,39.6,46.0,1
19481212,56.0,30.0,56.7,39.5,43.0,1
19481213,70.0,40.0,56.6,39.4,55.0,1
19481214,58.0,39.0,56.4,39.3,48.5,1
19481219,54.0,25.0,55.9,39.0,39.5,1
19481220,54.0,24.0,55.9,38.9,39.0,1
19481221,48.0,26.0,55.9,38.9,37.0,0
19481222,46.0,34.0,55.9,38.9,40.0,1
19481223,44.0,25.0,55.9,38.9,34.5,0
19481224,44.0,18.0,55.9,38.9,31.0,0
19481225,44.0,17.0,55.9,39.0,30.5,0
19481226,56.0,34.0,56.0,39.0,45.0,1
19481227,50.0,33.0,56.0,39.0,41.5,1
19481228,53.0,31.0,56.1,39.1,42.0,1
19481229,50.0,26.0,56.2,39.1,38.0,0
19481230,51.0,32.0,56.3,39.2,41.5,1
19481231,49.0,30.0,56.4,39.3,39.5,1
19490101,48.0,25.0,56.5,39.3,36.5,0
19490102,40.0,26.0,56.7,39.4,33.0,0
19490103,33.0,22.0,56.8,39.5,27.5,0
19490104,35.0,19.0,56.9,39.5,27.0,0
19490105,42.0,16.0,57.0,39.6,29.0,0
19490106,50.0,20.0,57.2,39.7,35.0,0
19490107,50.0,22.0,57.3,39.8,36.0,0
19490108,49.0,21.0,57.5,39.9,35.0,0
19490109,44.0,26.0,57.6,39.9,35.0,0
19490110,35.0,20.0,57.7,40.0,27.5,0
19490111,36.0,24.0,57.9,40.1,30.0,0
19490112,39.0,30.0,58.0,40.2,34.5,0
19490113,42.0,30.0,58.2,40.3,36.0,0
19490114,42.0,24.0,58.3,40.3,33.0,0
19490115,40.0,20.0,58.4,40.4,30.0,0
19490116,38.0,29.0,58.6,40.5,33.5,0
19490117,36.0,20.0,58.7,40.6,28.0,0
19490118,40.0,20.0,58.8,40.6,30.0,0
19490119,35.0,25.0,58.9,40.7,30.0,0
19490120,40.0,32.0,59.1,40.8,36.0,0
19490121,46.0,32.0,59.2,40.9,39.0,0
19490122,52.0,36.0,59.3,41.0,44.0,1
19490123,43.0,28.0,59.4,41.0,35.5,0
19490124,41.0,26.0,59.5,41.1,33.5,0
19490125,35.0,26.0,59.6,41.2,30.5,0
19490126,39.0,20.0,59.8,41.3,29.5,0
19490127,39.0,17.0,59.9,41.4,28.0,0
19490128,42.0,20.0,60.0,41.5,31.0,0
19490129,41.0,21.0,60.1,41.6,31.0,0
19490130,39.0,18.0,60.2,41.7,28.5,0
19490131,41.0,19.0,60.3,41.8,30.0,0
19490201,39.0,20.0,60.4,41.9,29.5,0
19490202,42.0,26.0,60.6,42.0,34.0,0
19490203,47.0,25.0,60.7,42.1,36.0,0
19490204,43.0,23.0,60.8,42.2,33.0,0
19490205,46.0,28.0,61.0,42.4,37.0,0
19490206,43.0,22.0,61.1,42.5,32.5,0
19490207,54.0,36.0,61.3,42.6,45.0,1
19490208,45.0,25.0,61.4,42.8,35.0,0
19490209,50.0,22.0,61.6,42.9,36.0,0
19490210,49.0,23.0,61.8,43.1,36.0,0
19490211,63.0,30.0,61.9,43.3,46.5,1
19490212,46.0,26.0,62.1,43.4,36.0,0
19490213,42.0,20.0,62.3,43.6,31.0,0
19490214,46.0,18.0,62.5,43.8,32.0,0
19490215,50.0,22.0,62.7,44.0,36.0,0
19490216,57.0,24.0,63.0,44.2,40.5,0
19490217,63.0,27.0,63.2,44.4,45.0,1
19490218,64.0,30.0,63.4,44.6,47.0,1
19490219,64.0,30.0,63.7,44.8,47.0,1
19490220,68.0,34.0,63.9,45.1,51.0,1
19490221,66.0,36.0,64.2,45.3,51.0,1
19490222,69.0,34.0,64.5,45.5,51.5,1
19490223,72.0,34.0,64.8,45.8,53.0,1
19490224,71.0,42.0,65.0,46.0,56.5,1
19490225,64.0,38.0,65.3,46.2,51.0,1
19490226,63.0,35.0,65.6,46.5,49.0,1
19490227,52.0,40.0,65.9,46.7,46.0,0
19490228,54.0,35.0,66.3,46.9,44.5,0
19490301,58.0,34.0,66.6,47.2,46.0,0
19490302,61.0,37.0,66.9,47.4,49.0,1
19490303,68.0,37.0,67.2,47.7,52.5,1
19490304,69.0,42.0,67.5,47.9,55.5,1
19490305,64.0,42.0,67.8,48.2,53.0,1
19490306,64.0,35.0,68.2,48.4,49.5,1
19490307,63.0,42.0,68.5,48.6,52.5,1
19490308,63.0,40.0,68.8,48.9,51.5,1
19490309,66.0,36.0,69.1,49.1,51.0,1
19490310,70.0,42.0,69.5,49.3,56.0,1
19490311,65.0,47.0,69.8,49.5,56.0,1
19490312,67.0,35.0,70.1,49.8,51.0,1
19490313,69.0,37.0,70.4,50.0,53.0,1
19490314,71.0,38.0,70.7,50.2,54.5,1
19490315,74.0,46.0,71.0,50.4,60.0,1
19490316,73.0,52.0,71.3,50.6,62.5,1
19490317,75.0,41.0,71.6,50.8,58.0,1
19490318,76.0,43.0,71.9,51.0,59.5,1
19490319,80.0,43.0,72.1,51.2,61.5,1
19490320,68.0,49.0,72.4,51.4,58.5,1
19490321,71.0,41.0,72.7,51.6,56.0,1
19490322,68.0,48.0,72.9,51.8,58.0,1
19490323,56.0,40.0,73.2,52.0,48.0,0
19490324,60.0,36.0,73.4,52.2,48.0,0
19490325,64.0,37.0,73.7,52.3,50.5,0
19490326,69.0,45.0,73.9,52.5,57.0,1
19490327,79.0,44.0,74.1,52.7,61.5,1
19490328,59.0,43.0,74.4,52.9,51.0,0
19490329,60.0,39.0,74.6,53.1,49.5,0
19490330,67.0,34.0,74.8,53.3,50.5,0
19490331,48.0,35.0,75.0,53.4,41.5,0
19490401,60.0,38.0,75.2,53.6,49.0,0
19490402,64.0,39.0,75.4,53.8,51.5,0
19490403,70.0,41.0,75.6,54.0,55.5,1
19490404,75.0,43.0,75.9,54.2,59.0,1
19490405,82.0,43.0,76.1,54.4,62.5,1
19490406,80.0,55.0,76.3,54.6,67.5,1
19490407,74.0,51.0,76.5,54.8,62.5,1
19490408,75.0,45.0,76.7,55.0,60.0,1
19490409,78.0,51.0,76.9,55.2,64.5,1
19490410,81.0,45.0,77.1,55.4,63.0,1
19490411,84.0,46.0,77.3,55.6,65.0,1
19490412,87.0,47.0,77.5,55.9,67.0,1
19490413,82.0,57.0,77.7,56.1,69.5,1
19490414,83.0,46.0,78.0,56.3,64.5,1
19490415,81.0,52.0,78.2,56.6,66.5,1
19490416,87.0,55.0,78.4,56.8,71.0,1
19490417,77.0,52.0,78.7,57.1,64.5,1
19490418,82.0,49.0,78.9,57.3,65.5,1
19490419,81.0,51.0,79.2,57.6,66.0,1
19490420,85.0,48.0,79.4,57.9,66.5,1
19490421,88.0,61.0,79.7,58.2,74.5,1
19490422,96.0,57.0,80.0,58.4,76.5,1
19490423,98.0,56.0,80.2,58.7,77.0,1
19490424,97.0,71.0,80.5,59.0,84.0,0
19490425,88.0,63.0,80.8,59.3,75.5,1
19490426,91.0,55.0,81.1,59.6,73.0,1
19490427,92.0,60.0,81.4,59.9,76.0,1
19490428,92.0,56.0,81.8,60.2,74.0,1
19490429,84.0,61.0,82.1,60.5,72.5,1
19490430,82.0,56.0,82.4,60.9,69.0,1
19490501,90.0,50.0,82.8,61.2,70.0,1
19490502,90.0,61.0,83.1,61.5,75.5,1
19490503,83.0,62.0,83.5,61.8,72.5,1
19490504,82.0,52.0,83.8,62.2,67.0,1
19490505,77.0,52.0,84.2,62.5,64.5,1
19490506,80.0,57.0,84.6,62.8,68.5,1
19490507,85.0,50.0,84.9,63.1,67.5,1
19490508,91.0,59.0,85.3,63.5,75.0,1
19490509,78.0,55.0,85.7,63.8,66.5,1
19490510,80.0,50.0,86.1,64.1,65.0,1
19490511,81.0,58.0,86.5,64.5,69.5,1
19490512,89.0,55.0,86.9,64.8,72.0,1
19490513,93.0,60.0,87.3,65.1,76.5,1
19490514,79.0,59.0,87.7,65.5,69.0,1
19490515,75.0,55.0,88.1,65.8,65.0,0
19490516,75.0,56.0,88.5,66.1,65.5,0
19490517,74.0,58.0,88.9,66.4,66.0,0
19490518,72.0,55.0,89.3,66.8,63.5,0
19490519,74.0,51.0,89.7,67.1,62.5,0
19490520,78.0,46.0,90.1,67.4,62.0,0
19490521,84.0,52.0,90.5,67.8,68.0,1
19490522,89.0,56.0,90.9,68.1,72.5,1
19490523,97.0,59.0,91.3,68.4,78.0,1
19490524,100.0,61.0,91.7,68.7,80.5,1
19490525,101.0,60.0,92.1,69.1,80.5,1
19490526,99.0,69.0,92.5,69.4,84.0,1
19490527,100.0,64.0,92.8,69.7,82.0,1
19490528,87.0,67.0,93.2,70.0,77.0,1
19490529,82.0,60.0,93.6,70.3,71.0,1
19490530,81.0,60.0,94.0,70.7,70.5,0
19490531,84.0,56.0,94.4,71.0,70.0,0
19490601,86.0,56.0,94.7,71.3,71.0,0
19490602,88.0,54.0,95.1,71.6,71.0,0
19490603,69.0,58.0,95.5,71.9,63.5,0
19490604,83.0,60.0,95.8,72.3,71.5,0
19490605,80.0,60.0,96.2,72.6,70.0,0
19490606,86.0,58.0,96.6,72.9,72.0,0
19490607,94.0,61.0,96.9,73.2,77.5,1
19490608,100.0,71.0,97.2,73.5,85.5,1
19490609,101.0,67.0,97.6,73.9,84.0,1
19490610,104.0,71.0,97.9,74.2,87.5,1
19490611,106.0,74.0,98.2,74.5,90.0,1
19490612,103.0,77.0,98.6,74.8,90.0,1
19490613,107.0,72.0,98.9,75.1,89.5,1
19490614,104.0,74.0,99.2,75.4,89.0,1
19490615,109.0,74.0,99.5,75.7,91.5,1
19490616,107.0,83.0,99.8,76.1,95.0,1
19490617,103.0,76.0,100.1,76.4,89.5,1
19490618,95.0,74.0,100.4,76.7,84.5,1
19490619,94.0,68.0,100.6,77.0,81.0,1
19490620,97.0,68.0,100.9,77.3,82.5,1
19490621,102.0,67.0,101.2,77.5,84.5,1
19490622,104.0,75.0,101.4,77.8,89.5,1
19490623,102.0,81.0,101.7,78.1,91.5,1
19490624,101.0,71.0,101.9,78.4,86.0,1
19490625,106.0,68.0,102.1,78.7,87.0,1
19490626,101.0,77.0,102.4,78.9,89.0,1
19490627,98.0,72.0,102.6,79.2,85.0,1
19490628,98.0,69.0,102.8,79.4,83.5,1
19490629,98.0,69.0,103.0,79.7,83.5,1
19490630,101.0,66.0,103.2,79.9,83.5,1
19490701,103.0,71.0,103.3,80.1,87.0,1
19490702,100.0,74.0,103.5,80.4,87.0,1
19490703,98.0,79.0,103.7,80.6,88.5,1
19490704,89.0,66.0,103.8,80.8,77.5,0
19490705,103.0,68.0,103.9,81.0,85.5,1
19490706,102.0,73.0,104.1,81.1,87.5,1
19490707,102.0,67.0,104.2,81.3,84.5,1
19490708,103.0,67.0,104.3,81.5,85.0,1
19490709,107.0,74.0,104.4,81.6,90.5,1
19490710,106.0,76.0,104.5,81.8,91.0,1
19490711,105.0,81.0,104.6,81.9,93.0,1
19490712,103.0,74.0,104.6,82.0,88.5,1
19490713,106.0,75.0,104.7,82.1,90.5,1
19490714,110.0,77.0,104.8,82.2,93.5,1
19490715,114.0,77.0,104.8,82.3,95.5,1
19490716,113.0,83.0,104.8,82.4,98.0,1
19490717,112.0,82.0,104.9,82.5,97.0,1
19490718,108.0,87.0,104.9,82.5,97.5,1
19490719,106.0,83.0,104.9,82.6,94.5,1
19490720,104.0,81.0,104.9,82.6,92.5,1
19490721,102.0,78.0,104.9,82.6,90.0,1
19490722,103.0,74.0,104.9,82.7,88.5,1
19490723,102.0,75.0,104.8,82.7,88.5,1
19490724,98.0,74.0,104.8,82.7,86.0,1
19490725,101.0,72.0,104.8,82.7,86.5,1
19490726,103.0,68.0,104.8,82.7,85.5,1
19490727,103.0,69.0,104.7,82.6,86.0,1
19490728,104.0,73.0,104.7,82.6,88.5,1
19490729,105.0,70.0,104.6,82.6,87.5,1
19490730,105.0,72.0,104.6,82.5,88.5,1
19490731,104.0,77.0,104.5,82.5,90.5,1
19490801,106.0,72.0,104.4,82.4,89.0,1
19490802,110.0,77.0,104.4,82.3,93.5,1
19490803,108.0,78.0,104.3,82.3,93.0,1
19490804,109.0,78.0,104.2,82.2,93.5,1
19490805,109.0,75.0,104.1,82.1,92.0,1
19490806,107.0,81.0,104.1,82.0,94.0,1
19490807,99.0,79.0,104.0,81.9,89.0,1
19490808,99.0,71.0,103.9,81.8,85.0,1
19490809,96.0,70.0,103.8,81.7,83.0,1
19490810,95.0,62.0,103.7,81.6,78.5,0
19490811,95.0,62.0,103.6,81.5,78.5,0
19490812,96.0,60.0,103.5,81.4,78.0,0
19490813,99.0,60.0,103.4,81.3,79.5,0
19490814,97.0,64.0,103.3,81.1,80.5,0
19490815,97.0,61.0,103.1,81.0,79.0,0
19490816,97.0,61.0,103.0,80.9,79.0,0
19490817,98.0,59.0,102.9,80.7,78.5,0
19490818,102.0,62.0,102.8,80.6,82.0,1
19490819,104.0,65.0,102.6,80.4,84.5,1
19490820,106.0,63.0,102.5,80.2,84.5,1
19490821,107.0,66.0,102.3,80.0,86.5,1
19490822,97.0,69.0,102.2,79.9,83.0,1
19490823,89.0,68.0,102.0,79.7,78.5,0
19490824,100.0,67.0,101.8,79.5,83.5,1
19490825,101.0,73.0,101.6,79.3,87.0,1
19490826,101.0,70.0,101.4,79.0,85.5,1
19490827,102.0,66.0,101.2,78.8,84.0,1
19490828,106.0,72.0,101.0,78.6,89.0,1
19490829,107.0,71.0,100.8,78.3,89.0,1
19490830,108.0,71.0,100.6,78.1,89.5,1
19490831,106.0,66.0,100.3,77.8,86.0,1
19490901,107.0,66.0,100.1,77.6,86.5,1
19490902,106.0,79.0,99.8,77.3,92.5,1
19490903,105.0,68.0,99.6,77.0,86.5,1
19490904,104.0,77.0,99.3,76.7,90.5,1
19490905,101.0,74.0,99.0,76.4,87.5,1
19490906,102.0,75.0,98.7,76.1,88.5,1
19490907,103.0,68.0,98.4,75.8,85.5,1
19490908,98.0,71.0,98.0,75.4,84.5,1
19490909,98.0,72.0,97.7,75.1,85.0,1
19490910,94.0,74.0,97.3,74.7,84.0,1
19490911,93.0,70.0,97.0,74.4,81.5,1
19490912,96.0,60.0,96.6,74.0,78.0,1
19490913,93.0,65.0,96.2,73.6,79.0,1
19490914,94.0,56.0,95.8,73.2,75.0,1
19490915,97.0,58.0,95.4,72.8,77.5,1
19490916,100.0,64.0,95.0,72.4,82.0,1
19490917,97.0,63.0,94.6,72.0,80.0,1
19490918,98.0,63.0,94.2,71.6,80.5,1
19490919,101.0,61.0,93.7,71.2,81.0,1
19490920,102.0,67.0,93.3,70.8,84.5,1
19490921,103.0,68.0,92.8,70.4,85.5,1
19490922,104.0,67.0,92.4,69.9,85.5,1
19490923,102.0,62.0,91.9,69.5,82.0,1
19490924,101.0,69.0,91.5,69.1,85.0,1
19490925,99.0,68.0,91.0,68.6,83.5,1
19490926,88.0,64.0,90.5,68.2,76.0,1
19490927,95.0,60.0,90.0,67.7,77.5,1
19490928,91.0,59.0,89.6,67.3,75.0,1
19490929,90.0,54.0,89.1,66.8,72.0,1
19490930,89.0,58.0,88.6,66.4,73.5,1
19491001,92.0,56.0,88.1,65.9,74.0,1
19491002,95.0,61.0,87.6,65.5,78.0,1
19491003,94.0,60.0,87.2,65.1,77.0,1
19491004,95.0,61.0,86.7,64.6,78.0,1
19491005,92.0,64.0,86.2,64.2,78.0,1
19491006,86.0,60.0,85.7,63.7,73.0,1
19491007,73.0,57.0,85.3,63.3,65.0,1
19491008,59.0,43.0,84.8,62.9,51.0,0
19491009,68.0,41.0,84.3,62.5,54.5,0
19491010,74.0,43.0,83.9,62.0,58.5,0
19491011,79.0,46.0,83.4,61.6,62.5,1
19491012,88.0,52.0,82.9,61.2,70.0,1
19491013,87.0,55.0,82.5,60.8,71.0,1
19491014,86.0,58.0,82.0,60.3,72.0,1
19491015,83.0,55.0,81.6,59.9,69.0,1
19491016,83.0,60.0,81.1,59.5,71.5,1
19491017,83.0,54.0,80.7,59.1,68.5,1
19491018,65.0,41.0,80.2,58.7,53.0,0
19491019,57.0,39.0,79.8,58.3,48.0,0
19491020,58.0,38.0,79.4,57.9,48.0,0
19491021,63.0,32.0,78.9,57.5,47.5,0
19491022,67.0,39.0,78.5,57.1,53.0,0
19491023,74.0,37.0,78.0,56.7,55.5,0
19491024,74.0,41.0,77.6,56.3,57.5,1
19491025,75.0,42.0,77.2,55.9,58.5,1
19491026,78.0,41.0,76.7,55.5,59.5,1
19491027,79.0,44.0,76.3,55.1,61.5,1
19491028,80.0,46.0,75.8,54.7,63.0,1
19491029,81.0,46.0,75.4,54.3,63.5,1
19491030,76.0,50.0,74.9,53.9,63.0,1
19491031,75.0,44.0,74.5,53.5,59.5,1
19491101,82.0,44.0,74.0,53.1,63.0,1
19491102,82.0,44.0,73.6,52.7,63.0,1
19491103,81.0,47.0,73.1,52.3,64.0,1
19491104,83.0,45.0,72.7,51.9,64.0,1
19491105,82.0,44.0,72.2,51.5,63.0,1
19491106,80.0,44.0,71.7,51.1,62.0,1
19491107,80.0,44.0,71.2,50.6,62.0,1
19491108,70.0,48.0,70.8,50.2,59.0,1
19491109,65.0,54.0,70.3,49.8,59.5,1
19491110,62.0,40.0,69.8,49.4,51.0,1
19491111,62.0,36.0,69.3,49.0,49.0,1
19491112,69.0,34.0,68.8,48.6,51.5,1
19491113,75.0,39.0,68.3,48.2,57.0,1
19491114,76.0,40.0,67.8,47.8,58.0,1
19491115,78.0,39.0,67.3,47.4,58.5,1
19491116,78.0,43.0,66.8,47.0,60.5,1
19491117,78.0,43.0,66.3,46.6,60.5,1
19491118,79.0,43.0,65.8,46.2,61.0,1
19491119,75.0,41.0,65.3,45.8,58.0,1
19491120,76.0,41.0,64.9,45.4,58.5,1
19491121,77.0,42.0,64.4,45.0,59.5,1
19491122,76.0,42.0,63.9,44.7,59.0,1
19491123,74.0,38.0,63.4,44.3,56.0,1
19491124,81.0,44.0,62.9,43.9,62.5,1
19491125,76.0,45.0,62.5,43.6,60.5,1
19491126,75.0,44.0,62.0,43.2,59.5,1
19491127,72.0,41.0,61.6,42.9,56.5,1
19491128,72.0,39.0,61.2,42.6,55.5,1
19491129,73.0,42.0,60.7,42.3,57.5,1
19491130,75.0,40.0,60.3,42.0,57.5,1
19491201,72.0,44.0,59.9,41.7,58.0,1
19491202,71.0,36.0,59.6,41.4,53.5,1
19491203,72.0,36.0,59.2,41.2,54.0,1
19491204,69.0,35.0,58.9,40.9,52.0,1
19491205,72.0,34.0,58.5,40.7,53.0,1
19491206,65.0,38.0,58.2,40.5,51.5,1
19491207,59.0,37.0,57.9,40.3,48.0,1
19491208,60.0,46.0,57.6,40.1,53.0,1
19491209,64.0,46.0,57.4,39.9,55.0,1
19491210,54.0,28.0,57.2,39.8,41.0,1
19491211,41.0,22.0,56.9,39.6,31.5,0
19491212,43.0,15.0,56.7,39.5,29.0,0
19491213,51.0,19.0,56.6,39.4,35.0,0
19491214,51.0,23.0,56.4,39.3,37.0,0
19491215,47.0,31.0,56.3,39.2,39.0,0
19491216,47.0,28.0,56.2,39.1,37.5,0
19491217,57.0,24.0,56.1,39.0,40.5,1
19491218,54.0,44.0,56.0,39.0,49.0,1
19491219,56.0,36.0,55.9,39.0,46.0,1
19491220,42.0,30.0,55.9,38.9,36.0,0
19491221,48.0,24.0,55.9,38.9,36.0,0
19491222,51.0,22.0,55.9,38.9,36.5,0
19491223,50.0,25.0,55.9,38.9,37.5,0
19491224,59.0,27.0,55.9,38.9,43.0,1
19491225,47.0,25.0,55.9,39.0,36.0,0
19491226,51.0,21.0,56.0,39.0,36.0,0
19491227,56.0,23.0,56.0,39.0,39.5,1
19491228,60.0,26.0,56.1,39.1,43.0,1
19491229,58.0,30.0,56.2,39.1,44.0,1
19491230,60.0,29.0,56.3,39.2,44.5,1
19491231,61.0,31.0,56.4,39.3,46.0,1
19500101,65.0,38.0,56.5,39.3,51.5,1
19500102,55.0,36.0,56.7,39.4,45.5,1
19500103,37.0,19.0,56.8,39.5,28.0,0
19500104,36.0,14.0,56.9,39.5,25.0,0
19500105,43.0,12.0,57.0,39.6,27.5,0
19500106,45.0,12.0,57.2,39.7,28.5,0
19500107,49.0,16.0,57.3,39.8,32.5,0
19500108,59.0,28.0,57.5,39.9,43.5,1
19500109,51.0,28.0,57.6,39.9,39.5,0
19500110,48.0,22.0,57.7,40.0,35.0,0
19500111,54.0,30.0,57.9,40.1,42.0,1
19500112,51.0,29.0,58.0,40.2,40.0,0
19500113,52.0,23.0,58.2,40.3,37.5,0
19500114,54.0,38.0,58.3,40.3,46.0,1
19500115,49.0,24.0,58.4,40.4,36.5,0
19500116,57.0,24.0,58.6,40.5,40.5,1
19500117,58.0,31.0,58.7,40.6,44.5,1
19500118,62.0,37.0,58.8,40.6,49.5,1
19500119,63.0,35.0,58.9,40.7,49.0,1
19500120,67.0,37.0,59.1,40.8,52.0,1
19500121,68.0,37.0,59.2,40.9,52.5,1
19500122,67.0,41.0,59.3,41.0,54.0,1
19500123,72.0,36.0,59.4,41.0,54.0,1
19500124,59.0,38.0,59.5,41.1,48.5,1
19500125,49.0,25.0,59.6,41.2,37.0,0
19500126,50.0,18.0,59.8,41.3,34.0,0
19500127,51.0,16.0,59.9,41.4,33.5,0
19500128,58.0,30.0,60.0,41.5,44.0,1
19500129,58.0,29.0,60.1,41.6,43.5,1
19500130,56.0,29.0,60.2,41.7,42.5,1
19500131,54.0,26.0,60.3,41.8,40.0,0
19500201,54.0,19.0,60.4,41.9,36.5,0
19500202,50.0,22.0,60.6,42.0,36.0,0
19500203,61.0,26.0,60.7,42.1,43.5,1
19500204,57.0,36.0,60.8,42.2,46.5,1
19500205,68.0,41.0,61.0,42.4,54.5,1
19500206,71.0,55.0,61.1,42.5,63.0,0
19500207,66.0,41.0,61.3,42.6,53.5,1
19500208,60.0,30.0,61.4,42.8,45.0,1
19500209,62.0,28.0,61.6,42.9,45.0,1
19500210,58.0,38.0,61.8,43.1,48.0,1
19500211,59.0,44.0,61.9,43.3,51.5,1
19500212,58.0,36.0,62.1,43.4,47.0,1
19500213,60.0,30.0,62.3,43.6,45.0,1
19500214,67.0,33.0,62.5,43.8,50.0,1
19500215,68.0,36.0,62.7,44.0,52.0,1
19500216,69.0,36.0,63.0,44.2,52.5,1
19500217,75.0,37.0,63.2,44.4,56.0,1
19500218,74.0,40.0,63.4,44.6,57.0,1
19500219,73.0,40.0,63.7,44.8,56.5,1
19500220,75.0,45.0,63.9,45.1,60.0,1
19500221,67.0,44.0,64.2,45.3,55.5,1
19500222,64.0,35.0,64.5,45.5,49.5,1
19500223,69.0,34.0,64.8,45.8,51.5,1
19500224,75.0,37.0,65.0,46.0,56.0,1
19500225,78.0,39.0,65.3,46.2,58.5,1
19500226,75.0,42.0,65.6,46.5,58.5,1
19500227,73.0,49.0,65.9,46.7,61.0,1
19500228,70.0,42.0,66.3,46.9,56.0,1
